X,Y,FID,POINT_X,POINT_Y,REGION,COD_COMUN,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,PAIS,TIPO,Año,Claseaccid,Cód_Regi,Cód_Zona,Zona,Cód_Calle,Fallecidos,Graves,Menos_Grav,Leves,Ilesos,Siniestros
-70.6555329,-33.5053515,37,-70.6555329,-33.5053515,REGION METROPOLITANA,13130,SAN MIGUEL,GRAN AVDA JOSE MIGUEL CARRERA,SEGUNDA AVENIDA,0,"GRAN AVDA JOSE MIGUEL CARRERA & SEGUNDA AVENIDA, SAN MIGUEL",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131300112,0,1,0,0,1,1
-70.6554913,-33.4378183,38,-70.6554913,-33.4378183,REGION METROPOLITANA,13101,SANTIAGO,TEATINOS,CATEDRAL,0,"TEATINOS & CATEDRAL, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010639,0,1,0,0,1,1
-70.6554378,-33.4452685,39,-70.6554378,-33.4452685,REGION METROPOLITANA,13101,SANTIAGO,LIBER BERNARDO O'HIGGINS,LORD COCHRANE,0,"LIBER BERNARDO O'HIGGINS & LORD COCHRANE, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010342,0,0,0,2,0,1
-70.6554163,-33.4229497,40,-70.6554163,-33.4229497,REGION METROPOLITANA,13108,INDEPENDENCIA,INDEPENDENCIA,OLIVOS,0,"INDEPENDENCIA & OLIVOS, INDEPENDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131080174,0,1,0,0,1,1
-70.6552517,-33.4397364,41,-70.6552517,-33.4397364,REGION METROPOLITANA,13101,SANTIAGO,TEATINOS,ROSA RODRIGUEZ,0,"TEATINOS & ROSA RODRIGUEZ, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010639,0,0,0,2,1,1
-70.6551842,-33.4400507,42,-70.6551842,-33.4400507,REGION METROPOLITANA,13101,SANTIAGO,HUERFANOS,TEATINOS,0,"HUERFANOS & TEATINOS, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010291,0,0,0,0,2,1
-70.6546734,-33.4692607,43,-70.6546734,-33.4692607,REGION METROPOLITANA,13101,SANTIAGO,SGTO ALDEA,SAN IGNACIO DE LOYOLA,0,"SGTO ALDEA & SAN IGNACIO DE LOYOLA, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010606,0,0,0,1,1,1
-70.6545802,-33.49299,44,-70.6545802,-33.49299,REGION METROPOLITANA,13130,SAN MIGUEL,TERESA VIAL,REY ALBERTO,0,"TERESA VIAL & REY ALBERTO, SAN MIGUEL",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131300291,0,0,0,0,1,1
-70.6545747,-33.5025946,45,-70.6545747,-33.5025946,REGION METROPOLITANA,13130,SAN MIGUEL,GRAN AVDA JOSE MIGUEL CARRERA,CALLE 1,0,"GRAN AVDA JOSE MIGUEL CARRERA & CALLE 1, SAN MIGUEL",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131300112,0,0,0,1,1,1
-70.6545133,-33.4452782,46,-70.6545133,-33.4452782,REGION METROPOLITANA,13101,SANTIAGO,LIBER BERNARDO O'HIGGINS, ,1328,"LIBER BERNARDO O'HIGGINS 1328, SANTIAGO",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131010342,0,0,0,1,1,1
-70.6544949,-33.473541,47,-70.6544949,-33.473541,REGION METROPOLITANA,13101,SANTIAGO,VIEL,FRANKLIN,0,"VIEL & FRANKLIN, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010671,0,1,0,0,1,1
-70.6543077,-33.3798678,48,-70.6543077,-33.3798678,REGION METROPOLITANA,13127,RECOLETA,HUBER BENITEZ,LAS VERTIENTES,0,"HUBER BENITEZ & LAS VERTIENTES, RECOLETA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131270399,0,1,0,0,1,1
-70.6542536,-33.4444713,49,-70.6542536,-33.4444713,REGION METROPOLITANA,13101,SANTIAGO,LIBER BERNARDO O'HIGGINS,TEATINOS,0,"LIBER BERNARDO O'HIGGINS & TEATINOS, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010342,0,1,0,1,2,2
-70.6534051,-33.4454715,50,-70.6534051,-33.4454715,REGION METROPOLITANA,13101,SANTIAGO,LIBER BERNARDO O'HIGGINS,MANUEL RODRIGUEZ,0,"LIBER BERNARDO O'HIGGINS & MANUEL RODRIGUEZ, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010342,0,1,0,2,1,3
-70.653399,-33.440957,51,-70.653399,-33.440957,REGION METROPOLITANA,13101,SANTIAGO,BLANCO ENCALADA,TUPPER,0,"BLANCO ENCALADA & TUPPER, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010089,0,0,0,1,1,1
-70.6531938,-33.4499153,52,-70.6531938,-33.4499153,REGION METROPOLITANA,13101,SANTIAGO,NATANIEL COX,ELEUTERIO RAMIREZ,0,"NATANIEL COX & ELEUTERIO RAMIREZ, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010429,0,0,0,1,1,1
-70.6531895,-33.4968165,53,-70.6531895,-33.4968165,REGION METROPOLITANA,13130,SAN MIGUEL,GRAN AVDA JOSE MIGUEL CARRERA,CARLOS EDWARDS,0,"GRAN AVDA JOSE MIGUEL CARRERA & CARLOS EDWARDS, SAN MIGUEL",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131300112,0,0,0,1,2,2
-70.6529489,-33.5447286,54,-70.6529489,-33.5447286,REGION METROPOLITANA,13109,LA CISTERNA,NVA PONIENTE,VICUNA MACKENNA,0,"NVA PONIENTE & VICUNA MACKENNA, LA CISTERNA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131090277,0,1,0,0,1,1
-70.6529365,-33.4352177,55,-70.6529365,-33.4352177,REGION METROPOLITANA,13101,SANTIAGO,ROSAS,BANDERA,0,"ROSAS & BANDERA, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010560,0,0,0,0,2,1
-70.6527883,-33.4363535,56,-70.6527883,-33.4363535,REGION METROPOLITANA,13101,SANTIAGO,STO DOMINGO,BANDERA,0,"STO DOMINGO & BANDERA, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010635,0,0,0,2,0,1
-70.6526062,-33.5166448,57,-70.6526062,-33.5166448,REGION METROPOLITANA,13109,LA CISTERNA,JORGE CACERES, ,490,"JORGE CACERES 490, LA CISTERNA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131090182,0,0,1,0,1,1
-70.6520216,-33.4423859,58,-70.6520216,-33.4423859,REGION METROPOLITANA,13101,SANTIAGO,COMPANIA,BANDERA,0,"COMPANIA & BANDERA, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010132,0,0,0,0,2,1
-70.6516785,-33.4311407,59,-70.6516785,-33.4311407,REGION METROPOLITANA,13127,RECOLETA,LA PAZ,ARTESANOS,0,"LA PAZ & ARTESANOS, RECOLETA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131270448,0,0,0,0,2,1
-70.6516642,-33.434223,60,-70.6516642,-33.434223,REGION METROPOLITANA,13101,SANTIAGO,PUENTE,SAN PABLO,0,"PUENTE & SAN PABLO, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010517,0,0,0,1,1,1
-70.651663,-33.4599812,61,-70.651663,-33.4599812,REGION METROPOLITANA,13101,SANTIAGO,NATANIEL COX,MANUEL ANTONIO MATTA,0,"NATANIEL COX & MANUEL ANTONIO MATTA, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010429,0,1,1,2,2,3
-70.6516619,-33.4325775,62,-70.6516619,-33.4325775,REGION METROPOLITANA,13101,SANTIAGO,CARD JOSE MARIA CARO,PUENTE LA PAZ,0,"CARD JOSE MARIA CARO & PUENTE LA PAZ, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010104,0,0,0,2,0,1
-70.6515832,-33.4350433,63,-70.6515832,-33.4350433,REGION METROPOLITANA,13101,SANTIAGO,PUENTE,ROSAS,0,"PUENTE & ROSAS, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010517,0,0,0,2,0,1
-70.6513348,-33.4270475,64,-70.6513348,-33.4270475,REGION METROPOLITANA,13108,INDEPENDENCIA,LA PAZ,DAVILA BAEZA,0,"LA PAZ & DAVILA BAEZA, INDEPENDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131080190,0,0,0,0,2,1
-70.6509523,-33.395774,65,-70.6509523,-33.395774,REGION METROPOLITANA,13127,RECOLETA,DORSAL,LA PLATA,0,"DORSAL & LA PLATA, RECOLETA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131270224,0,1,0,1,0,1
-70.6507697,-33.4212615,66,-70.6507697,-33.4212615,REGION METROPOLITANA,13108,INDEPENDENCIA,SANTOS DUMONT,LA PAZ,0,"SANTOS DUMONT & LA PAZ, INDEPENDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131080316,0,0,0,1,1,1
-70.6503888,-33.4518711,67,-70.6503888,-33.4518711,REGION METROPOLITANA,13101,SANTIAGO,SAN DIEGO,STA ISABEL,0,"SAN DIEGO & STA ISABEL, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010572,0,1,0,1,2,2
-70.6501977,-33.4213634,68,-70.6501977,-33.4213634,REGION METROPOLITANA,13108,INDEPENDENCIA,SANTOS DUMONT,INDEPENDENCIA,0,"SANTOS DUMONT & INDEPENDENCIA, INDEPENDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131080315,0,0,0,3,1,2
-70.6501264,-33.4442353,69,-70.6501264,-33.4442353,REGION METROPOLITANA,13101,SANTIAGO,LIBER BERNARDO O'HIGGINS,AHUMADA,0,"LIBER BERNARDO O'HIGGINS & AHUMADA, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010342,0,0,0,0,2,1
-70.6499789,-33.395871,70,-70.6499789,-33.395871,REGION METROPOLITANA,13127,RECOLETA,DORSAL,JOSE MIGUEL CARRERA,0,"DORSAL & JOSE MIGUEL CARRERA, RECOLETA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131270224,1,0,0,0,1,1
-70.6499595,-33.4429952,71,-70.6499595,-33.4429952,REGION METROPOLITANA,13101,SANTIAGO,LIBER BERNARDO O'HIGGINS, ,975,"LIBER BERNARDO O'HIGGINS 975, SANTIAGO",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131010342,0,0,0,1,1,1
-70.6496815,-33.485886,72,-70.6496815,-33.485886,REGION METROPOLITANA,13130,SAN MIGUEL,GRAN AVDA JOSE MIGUEL CARRERA,TANNENBAUM,0,"GRAN AVDA JOSE MIGUEL CARRERA & TANNENBAUM, SAN MIGUEL",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131300112,0,0,0,1,1,1
-70.6491246,-33.4596702,73,-70.6491246,-33.4596702,REGION METROPOLITANA,13101,SANTIAGO,MANUEL ANTONIO MATTA,SAN DIEGO,0,"MANUEL ANTONIO MATTA & SAN DIEGO, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010385,0,0,0,1,1,1
-70.6490674,-33.8159458,74,-70.6490674,-33.8159458,REGION METROPOLITANA,13404,PAINE,CAMINO PADRE HURTADO, ,26,"CAMINO PADRE HURTADO 26, PAINE",CHILE,RANGE_INTERPOLATED,2021,1,13,2,RURAL,0,0,0,0,0,2,1
-70.6489069,-33.4345957,75,-70.6489069,-33.4345957,REGION METROPOLITANA,13101,SANTIAGO,ESMERALDA,SAN ANTONIO,0,"ESMERALDA & SAN ANTONIO, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010212,0,0,0,1,1,1
-70.648803,-33.4514706,76,-70.648803,-33.4514706,REGION METROPOLITANA,13101,SANTIAGO,STA ISABEL,ARTURO PRAT,0,"STA ISABEL & ARTURO PRAT, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010621,0,0,0,2,2,2
-70.6485859,-33.4360953,77,-70.6485859,-33.4360953,REGION METROPOLITANA,13101,SANTIAGO,SAN ANTONIO, ,587,"SAN ANTONIO 587, SANTIAGO",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131010569,0,1,0,0,1,1
-70.6480425,-33.4551838,78,-70.6480425,-33.4551838,REGION METROPOLITANA,13101,SANTIAGO,ARTURO PRAT,COPIAPO,0,"ARTURO PRAT & COPIAPO, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010062,0,0,1,0,1,1
-70.6480281,-33.4334529,79,-70.6480281,-33.4334529,REGION METROPOLITANA,13101,SANTIAGO,CARD JOSE MARIA CARO,RECOLETA,0,"CARD JOSE MARIA CARO & RECOLETA, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010104,0,1,0,2,1,2
-70.6479979,-33.528621,80,-70.6479979,-33.528621,REGION METROPOLITANA,13131,SAN RAMON,EL PARRON,SAN FRANCISCO,0,"EL PARRON & SAN FRANCISCO, SAN RAMON",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131310114,0,0,0,1,1,1
-70.6478336,-33.4522509,81,-70.6478336,-33.4522509,REGION METROPOLITANA,13101,SANTIAGO,EYZAGUIRRE,SERRANO,0,"EYZAGUIRRE & SERRANO, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010224,0,0,0,1,2,1
-70.647169,-33.4610318,82,-70.647169,-33.4610318,REGION METROPOLITANA,13101,SANTIAGO,MARINA DE GAETE,ARTURO PRAT,0,"MARINA DE GAETE & ARTURO PRAT, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010400,0,0,0,0,2,1
-70.6470327,-33.4380629,83,-70.6470327,-33.4380629,REGION METROPOLITANA,13101,SANTIAGO,MERCED,MAC IVER,0,"MERCED & MAC IVER, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010416,0,0,0,1,1,1
-70.6469982,-33.4466719,84,-70.6469982,-33.4466719,REGION METROPOLITANA,13101,SANTIAGO,TARAPACA,SAN FRANCISCO,0,"TARAPACA & SAN FRANCISCO, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010638,0,0,0,2,2,2
-70.6469602,-33.4659625,85,-70.6469602,-33.4659625,REGION METROPOLITANA,13101,SANTIAGO,ARTURO PRAT,PEDRO LAGOS,0,"ARTURO PRAT & PEDRO LAGOS, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010062,0,1,0,0,3,2
-70.6468432,-33.450886,86,-70.6468432,-33.450886,REGION METROPOLITANA,13101,SANTIAGO,STA ISABEL,SAN FRANCISCO,0,"STA ISABEL & SAN FRANCISCO, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010621,0,0,0,1,0,1
-70.6468353,-33.4432487,87,-70.6468353,-33.4432487,REGION METROPOLITANA,13101,SANTIAGO,ERASMO ESCALA,LIBER BERNARDO O'HIGGINS,0,"ERASMO ESCALA & LIBER BERNARDO O'HIGGINS, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010210,0,1,0,0,1,1
-70.6466676,-33.4720082,88,-70.6466676,-33.4720082,REGION METROPOLITANA,13101,SANTIAGO,ARTURO PRAT,ARAUCO,0,"ARTURO PRAT & ARAUCO, SANTIAGO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131010062,0,0,0,1,1,1
