FID,ICOUNT,Comuna,Cód_Región,Región,País,Calle_Uno,Calle_Dos,Número,Dirección,Fallecidos,Graves,Menos_Grav,Leves,Accidentes,Falle_bici,Grave_bici,Mgrav_bici,leve_bici
766,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,EXEQUIEL FERNANDEZ,IRARRAZAVAL,0,EXEQUIEL FERNANDEZ / IRARRAZAVAL,0,0,0,1,1,0,0,0,1
767,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,IRARRAZAVAL, ,2928,IRARRAZAVAL 2928,0,0,0,1,1,0,0,0,1
768,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,JOSE DOMINGO CANAS,JOSE PEDRO ALESSANDRI,0,JOSE DOMINGO CANAS / JOSE PEDRO ALESSANDRI,0,0,0,1,1,0,0,0,1
769,3,ÑUÑOA,13,REGION METROPOLITANA,Chile,JOSE PEDRO ALESSANDRI,DUBLE ALMEYDA,0,JOSE PEDRO ALESSANDRI / DUBLE ALMEYDA,0,1,0,2,3,0,1,0,2
770,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,HOLANDA, ,3563,HOLANDA 3563,0,0,1,0,1,0,0,1,0
771,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,DUBLE ALMEYDA, ,1960,DUBLE ALMEYDA 1960,0,0,0,1,1,0,0,0,1
772,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,DOCTOR JOHOW,ALCALDE EDUARDO CASTILLO VELASCO,0,DOCTOR JOHOW / ALCALDE EDUARDO CASTILLO VELASCO,0,1,0,0,1,0,1,0,0
773,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,EDUARDO CASTILLO VELASCO,BROWN NORTE,0,EDUARDO CASTILLO VELASCO / BROWN NORTE,0,0,0,1,1,0,0,0,1
774,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,DUBLE ALMEYDA,SANTA JULIA,0,DUBLE ALMEYDA / SANTA JULIA,0,0,0,1,1,0,0,0,1
775,2,ÑUÑOA,13,REGION METROPOLITANA,Chile,DUBLE ALMEYDA,LOS JARDINES,0,DUBLE ALMEYDA / LOS JARDINES,0,0,0,2,2,0,0,0,2
776,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,ANTONIO VARAS,ELIODORO YANEZ,0,ANTONIO VARAS / ELIODORO YANEZ,0,0,0,1,1,0,0,0,1
777,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,MANUEL MONTT,ALFEREZ REAL,0,MANUEL MONTT / ALFEREZ REAL,0,0,0,1,1,0,0,0,1
778,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,MANUEL MONTT, ,1331,MANUEL MONTT 1331,0,0,1,0,1,0,0,1,0
779,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,FRANCISCO BILBAO,ESCUELA DE TELECOMUNICACIONES,0,FRANCISCO BILBAO / ESCUELA DE TELECOMUNICACIONES,0,0,0,2,1,0,0,0,1
780,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,ANTONIO VARAS, ,2400,ANTONIO VARAS 2400,0,0,0,2,1,0,0,0,1
781,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,PEDRO DE VALDIVIA,DARIO URZUA,0,PEDRO DE VALDIVIA / DARIO URZUA,0,0,0,1,1,0,0,0,1
782,2,PROVIDENCIA,13,REGION METROPOLITANA,Chile,DIAGONAL ORIENTE,MARCHANT PEREIRA,0,DIAGONAL ORIENTE / MARCHANT PEREIRA,0,0,0,1,2,0,0,0,1
783,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,PEDRO DE VALDIVIA,POCURO,0,PEDRO DE VALDIVIA / POCURO,0,0,0,0,1,0,0,0,0
784,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,CARLOS ANTUNEZ,RICARDO LYON,0,CARLOS ANTUNEZ / RICARDO LYON,0,0,0,1,1,0,0,0,1
785,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,ANDACOLLO, ,1661,ANDACOLLO 1661,0,0,1,1,1,0,0,1,1
786,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,POCURO,RICARDO LYON,0,POCURO / RICARDO LYON,0,1,0,0,1,0,1,0,0
787,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,SUECIA,POCURO,0,SUECIA / POCURO,0,0,0,1,1,0,0,0,1
788,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,POCURO,LOS LEONES,0,POCURO / LOS LEONES,0,0,0,1,1,0,0,0,0
789,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,HOLANDA,ELIODORO YANEZ,0,HOLANDA / ELIODORO YANEZ,0,0,0,0,1,0,0,0,0
790,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,SUECIA, ,2980,SUECIA 2980,0,0,1,0,1,0,0,1,0
791,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,HOLANDA,BUSTOS,0,HOLANDA / BUSTOS,0,0,0,1,1,0,0,0,1
792,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,SIMON BOLIVAR, ,2200,SIMON BOLIVAR 2200,0,0,0,1,1,0,0,0,1
793,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,JAIME GUZMAN ERRAZURIZ,REGINA PACIS,0,JAIME GUZMAN ERRAZURIZ / REGINA PACIS,0,0,0,1,1,0,0,0,1
794,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,DIEGO DE ALMAGRO,HERNANDO DE AGUIRRE,0,DIEGO DE ALMAGRO / HERNANDO DE AGUIRRE,0,0,0,1,1,0,0,0,1
795,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,POCURO,JORGE MATTE,0,POCURO / JORGE MATTE,0,0,0,2,1,0,0,0,1
796,2,ÑUÑOA,13,REGION METROPOLITANA,Chile,PRESIDENTE BATTLE Y ORDONEZ,SIMON BOLIVAR,0,PRESIDENTE BATTLE Y ORDONEZ / SIMON BOLIVAR,0,1,1,0,2,0,1,1,0
797,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,POCURO, ,2878,POCURO 2878,0,1,0,0,1,0,1,0,0
798,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,LUIS PEREIRA,SIMON BOLIVAR,0,LUIS PEREIRA / SIMON BOLIVAR,0,0,0,1,1,0,0,0,1
799,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,FRANCISCO BILBAO,LAS AMAPOLAS,0,FRANCISCO BILBAO / LAS AMAPOLAS,0,0,0,0,1,0,0,0,0
800,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,RODRIGO DE ARAYA,ALCALDE JORGE MONCKEBERG,0,RODRIGO DE ARAYA / ALCALDE JORGE MONCKEBERG,0,0,0,1,1,0,0,0,1
801,1,PENALOLEN,13,REGION METROPOLITANA,Chile,SAN LUIS DE MACUL,HOJAS SECAS,0,SAN LUIS DE MACUL / HOJAS SECAS,0,1,0,0,1,0,1,0,0
802,1,MACUL,13,REGION METROPOLITANA,Chile,QUILIN,AMERICO VESPUCIO,0,QUILIN / AMERICO VESPUCIO,0,0,0,0,1,0,0,0,0
803,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,DIAGONAL LOS CASTANOS,DEPARTAMENTAL,0,DIAGONAL LOS CASTANOS / DEPARTAMENTAL,1,0,0,1,1,1,0,0,0
804,1,PENALOLEN,13,REGION METROPOLITANA,Chile,EL VALLE,SANTA MARIA,0,EL VALLE / SANTA MARIA,0,0,0,1,1,0,0,0,1
805,1,PENALOLEN,13,REGION METROPOLITANA,Chile,LOS MOLINEROS,GRECIA,0,LOS MOLINEROS / GRECIA,0,0,0,0,1,0,0,0,0
806,1,PENALOLEN,13,REGION METROPOLITANA,Chile,GABRIELA MISTRAL,RAMON CARNICER,0,GABRIELA MISTRAL / RAMON CARNICER,0,1,0,0,1,0,1,0,0
807,1,PENALOLEN,13,REGION METROPOLITANA,Chile,TOBALABA,QUILIN,0,TOBALABA / QUILIN,0,1,0,0,1,0,1,0,0
808,1,PENALOLEN,13,REGION METROPOLITANA,Chile,TOBALABA,LOS PRESIDENTES,0,TOBALABA / LOS PRESIDENTES,0,0,0,0,1,0,0,0,0
809,1,PENALOLEN,13,REGION METROPOLITANA,Chile,MARIANO SANCHEZ FONTECILLA,LOS PRESIDENTES,0,MARIANO SANCHEZ FONTECILLA / LOS PRESIDENTES,0,0,0,1,1,0,0,0,1
810,1,PENALOLEN,13,REGION METROPOLITANA,Chile,MARIANO SANCHEZ FONTECILLA,EL VALLE,0,MARIANO SANCHEZ FONTECILLA / EL VALLE,0,0,0,1,1,0,0,0,1
811,1,PENALOLEN,13,REGION METROPOLITANA,Chile,EL VALLE,EMILIO ALDUNATE,0,EL VALLE / EMILIO ALDUNATE,0,0,0,1,1,0,0,0,1
812,1,PENALOLEN,13,REGION METROPOLITANA,Chile,TOBALABA,GRECIA,0,TOBALABA / GRECIA,0,1,0,0,1,0,1,0,0
813,1,PENALOLEN,13,REGION METROPOLITANA,Chile,CONSISTORIAL, ,2000,CONSISTORIAL 2000,0,0,0,1,1,0,0,0,1
814,1,PENALOLEN,13,REGION METROPOLITANA,Chile,GRECIA,PASAJE 445,0,GRECIA / PASAJE 445,0,0,0,2,1,0,0,0,1
815,1,PENALOLEN,13,REGION METROPOLITANA,Chile,DEPARTAMENTAL, ,7916,DEPARTAMENTAL 7916,0,1,0,0,1,0,1,0,0
816,1,PENALOLEN,13,REGION METROPOLITANA,Chile,CONSISTORIAL, ,2320,CONSISTORIAL 2320,0,0,0,1,1,0,0,0,1
817,1,PENALOLEN,13,REGION METROPOLITANA,Chile,LAS PARCELAS,PASAJE 4,0,LAS PARCELAS / PASAJE 4,0,0,0,1,1,0,0,0,1
818,1,PENALOLEN,13,REGION METROPOLITANA,Chile,GRECIA,AMANECER,0,GRECIA / AMANECER,0,0,0,1,1,0,0,0,1
819,1,PENALOLEN,13,REGION METROPOLITANA,Chile,LAS PARCELAS, ,9001,LAS PARCELAS 9001,0,0,0,1,1,0,0,0,1
820,4,ÑUÑOA,13,REGION METROPOLITANA,Chile,JUAN MOYA MORALES,GRECIA,0,JUAN MOYA MORALES / GRECIA,0,0,0,4,4,0,0,0,4
821,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,GRECIA,RAMON CRUZ,0,GRECIA / RAMON CRUZ,0,0,0,1,1,0,0,0,1
822,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,RAMON CRUZ, ,615,RAMON CRUZ 615,0,0,1,0,1,0,0,1,0
823,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,PEDRO LOBOS,EDUARDO CASTILLO VELASCO,0,PEDRO LOBOS / EDUARDO CASTILLO VELASCO,0,0,0,1,1,0,0,0,1
824,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,DUBLE ALMEYDA,LOS ALIAGA,0,DUBLE ALMEYDA / LOS ALIAGA,0,0,0,1,1,0,0,0,1
825,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,EDUARDO CASTILLO VELASCO, ,5468,EDUARDO CASTILLO VELASCO 5468,0,1,0,0,1,0,1,0,0
826,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,PEDRO TORRES,PRESIDENTE BATTLE Y ORDONEZ,0,PEDRO TORRES / PRESIDENTE BATTLE Y ORDONEZ,0,0,0,1,1,0,0,0,1
827,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,CARLOS AGUIRRE LUCO,VICENTE REYES,0,CARLOS AGUIRRE LUCO / VICENTE REYES,0,0,0,1,1,0,0,0,1
828,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,IRARRAZAVAL,MONTENEGRO,0,IRARRAZAVAL / MONTENEGRO,0,0,0,1,1,0,0,0,1
829,2,ÑUÑOA,13,REGION METROPOLITANA,Chile,DIAGONAL ORIENTE,ORTUZAR,0,DIAGONAL ORIENTE / ORTUZAR,0,1,0,2,2,0,0,0,1
830,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,RAMON CRUZ,ALEJANDRO RENGIFO,0,RAMON CRUZ / ALEJANDRO RENGIFO,0,1,0,0,1,0,1,0,0
831,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,IRARRAZAVAL,RAMON CRUZ,0,IRARRAZAVAL / RAMON CRUZ,0,0,0,1,1,0,0,0,1
832,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,IRARRAZAVAL,PRESIDENTE BATTLE Y ORDONEZ,0,IRARRAZAVAL / PRESIDENTE BATTLE Y ORDONEZ,0,1,0,0,1,0,1,0,0
833,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,BREMEN,IRARRAZAVAL,0,BREMEN / IRARRAZAVAL,0,0,0,1,1,0,0,0,1
834,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO,VASCO DE GAMA,0,AMERICO VESPUCIO / VASCO DE GAMA,0,0,0,1,1,0,0,0,1
835,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO,DUBLE ALMEYDA,0,AMERICO VESPUCIO / DUBLE ALMEYDA,0,0,0,1,1,0,0,0,1
836,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO, ,253,AMERICO VESPUCIO 253,0,0,0,1,1,0,0,0,1
837,1,LA REINA,13,REGION METROPOLITANA,Chile,OSSA,HANNOVER,0,OSSA / HANNOVER,0,0,0,1,1,0,0,0,1
838,1,LA REINA,13,REGION METROPOLITANA,Chile,LARRAIN, ,6154,LARRAIN 6154,0,1,0,1,1,0,0,0,1
839,3,LA REINA,13,REGION METROPOLITANA,Chile,LARRAIN,TOBALABA,0,LARRAIN / TOBALABA,0,0,0,3,3,0,0,0,3
840,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,MONTENEGRO,HERNANDO DE AGUIRRE,0,MONTENEGRO / HERNANDO DE AGUIRRE,0,0,0,1,1,0,0,0,1
841,2,ÑUÑOA,13,REGION METROPOLITANA,Chile,SIMON BOLIVAR,ORTUZAR,0,SIMON BOLIVAR / ORTUZAR,0,0,0,2,2,0,0,0,2
842,5,ÑUÑOA,13,REGION METROPOLITANA,Chile,SIMON BOLIVAR,GENERAL GOROSTIAGA,0,SIMON BOLIVAR / GENERAL GOROSTIAGA,0,1,0,4,5,0,1,0,4
843,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,JUAN FRANCISCO GONZALEZ,SIMON BOLIVAR,0,JUAN FRANCISCO GONZALEZ / SIMON BOLIVAR,0,0,0,1,1,0,0,0,1
844,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,HAMBURGO,PUCARA,0,HAMBURGO / PUCARA,0,0,0,1,1,0,0,0,1
845,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,POCURO,LOS PENSAMIENTOS,0,POCURO / LOS PENSAMIENTOS,0,0,0,0,1,0,0,0,0
846,1,LAS CONDES,13,REGION METROPOLITANA,Chile,MARIANO SANCHEZ FONTECILLA,ISABEL LA CATOLICA,0,MARIANO SANCHEZ FONTECILLA / ISABEL LA CATOLICA,0,0,0,1,1,0,0,0,1
847,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,FRANCISCO BILBAO, ,1184,FRANCISCO BILBAO 1184,0,0,0,1,1,0,0,0,1
848,1,LA REINA,13,REGION METROPOLITANA,Chile,TOBALABA,FRANCISCO BILBAO,0,TOBALABA / FRANCISCO BILBAO,0,0,0,1,1,0,0,0,1
849,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,TOBALABA,ELIECER PARADA,0,TOBALABA / ELIECER PARADA,0,1,0,1,1,0,1,0,0
850,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,HAMBURGO,ARMANDO CARRERA,0,HAMBURGO / ARMANDO CARRERA,0,0,0,1,1,0,0,0,1
851,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,ROSITA RENARD,DIEGO DE ALMAGRO,0,ROSITA RENARD / DIEGO DE ALMAGRO,0,0,0,1,1,0,0,0,1
852,1,LAS CONDES,13,REGION METROPOLITANA,Chile,CARLOS ALVARADO,AMERICO VESPUCIO SUR,0,CARLOS ALVARADO / AMERICO VESPUCIO SUR,0,1,0,0,1,0,1,0,0
853,1,LA REINA,13,REGION METROPOLITANA,Chile,OSSA, ,2231,OSSA 2231,0,0,0,1,1,0,0,0,1
854,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,TOBALABA,OSSA,0,TOBALABA / OSSA,0,1,0,0,1,0,1,0,0
855,1,LA REINA,13,REGION METROPOLITANA,Chile,OSSA,TOBALABA,0,OSSA / TOBALABA,0,0,0,1,1,0,0,0,1
856,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,OSSA,LOS AGUSTINOS,0,OSSA / LOS AGUSTINOS,0,0,0,1,1,0,0,0,1
857,1,LA REINA,13,REGION METROPOLITANA,Chile,OSSA,SAN VICENTE DE PAUL,0,OSSA / SAN VICENTE DE PAUL,0,1,0,0,1,0,1,0,0
858,1,LA REINA,13,REGION METROPOLITANA,Chile,OSSA, ,1157,OSSA 1157,0,0,0,1,1,0,0,0,1
859,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,OSSA,ECHENIQUE,0,OSSA / ECHENIQUE,1,0,0,1,1,1,0,0,0
860,1,ÑUÑOA,13,REGION METROPOLITANA,Chile,SIMON BOLIVAR,OSSA,0,SIMON BOLIVAR / OSSA,0,0,0,1,1,0,0,0,1
861,1,LA REINA,13,REGION METROPOLITANA,Chile,PRINCIPE DE GALES, ,6205,PRINCIPE DE GALES 6205,0,0,0,1,1,0,0,0,1
862,1,LA REINA,13,REGION METROPOLITANA,Chile,SIMON BOLIVAR,JAVIERA CARRERA NORTE,0,SIMON BOLIVAR / JAVIERA CARRERA NORTE,0,0,0,2,1,0,0,0,1
863,1,LA REINA,13,REGION METROPOLITANA,Chile,TOBALABA,SIMON BOLIVAR,0,TOBALABA / SIMON BOLIVAR,0,0,0,1,1,0,0,0,1
864,1,LAS CONDES,13,REGION METROPOLITANA,Chile,FRANCISCO BILBAO,HERNANDO DE MAGALLANES,0,FRANCISCO BILBAO / HERNANDO DE MAGALLANES,0,0,0,2,1,0,0,0,1
865,1,LA REINA,13,REGION METROPOLITANA,Chile,PRINCIPE DE GALES,MONSENOR EDWARDS,0,PRINCIPE DE GALES / MONSENOR EDWARDS,0,0,0,1,1,0,0,0,1
866,1,LA REINA,13,REGION METROPOLITANA,Chile,LARRAIN, ,5903,LARRAIN 5903,0,0,0,1,1,0,0,0,1
867,1,PENALOLEN,13,REGION METROPOLITANA,Chile,CALLE 13 A,ORIENTAL,0,CALLE 13 A / ORIENTAL,0,0,0,1,1,0,0,0,1
868,1,LA REINA,13,REGION METROPOLITANA,Chile,VALLADOLID,LARRAIN,0,VALLADOLID / LARRAIN,0,0,0,1,1,0,0,0,1
869,1,PENALOLEN,13,REGION METROPOLITANA,Chile,JOSE ARRIETA,TOBALABA,0,JOSE ARRIETA / TOBALABA,0,1,0,0,1,0,1,0,0
870,1,PENALOLEN,13,REGION METROPOLITANA,Chile,JOSE ARRIETA,MARIANO SANCHEZ FONTECILLA,0,JOSE ARRIETA / MARIANO SANCHEZ FONTECILLA,0,0,0,1,1,0,0,0,1
871,2,LA REINA,13,REGION METROPOLITANA,Chile,VALENZUELA LLANOS,LARRAIN,0,VALENZUELA LLANOS / LARRAIN,0,0,0,1,2,0,0,0,1
872,1,LA REINA,13,REGION METROPOLITANA,Chile,JORGE ALESSANDRI, ,140,JORGE ALESSANDRI 140,0,0,0,1,1,0,0,0,1
873,1,LA REINA,13,REGION METROPOLITANA,Chile,JORGE ALESSANDRI,LOS CERAMISTAS,0,JORGE ALESSANDRI / LOS CERAMISTAS,0,0,0,1,1,0,0,0,1
874,1,LA REINA,13,REGION METROPOLITANA,Chile,CHAPILCA,ACHAO,0,CHAPILCA / ACHAO,0,1,0,0,1,0,1,0,0
875,1,PENALOLEN,13,REGION METROPOLITANA,Chile,LAS PERDICES,JOSE ARRIETA,0,LAS PERDICES / JOSE ARRIETA,0,1,0,0,1,0,1,0,0
876,1,LA REINA,13,REGION METROPOLITANA,Chile,LARRAIN, ,9767,LARRAIN 9767,0,0,0,1,1,0,0,0,0
877,2,LA REINA,13,REGION METROPOLITANA,Chile,LAS PERDICES,TALINAY,0,LAS PERDICES / TALINAY,0,1,0,1,2,0,1,0,1
878,1,LA REINA,13,REGION METROPOLITANA,Chile,LARRAIN,LAS PERDICES,0,LARRAIN / LAS PERDICES,0,0,1,0,1,0,0,1,0
879,1,LA REINA,13,REGION METROPOLITANA,Chile,GIBRALTAR,PALMAS DE MALLORCA,0,GIBRALTAR / PALMAS DE MALLORCA,0,0,0,0,1,0,0,0,0
880,1,LA REINA,13,REGION METROPOLITANA,Chile,SALVADOR IZQUIERDO,NOCEDAL,0,SALVADOR IZQUIERDO / NOCEDAL,0,0,0,1,1,0,0,0,1
881,2,LA REINA,13,REGION METROPOLITANA,Chile,FRANCISCO BILBAO,ALCALDE MANUEL DE LA LASTRA,0,FRANCISCO BILBAO / ALCALDE MANUEL DE LA LASTRA,0,0,0,1,2,0,0,0,1
882,1,LA REINA,13,REGION METROPOLITANA,Chile,PRINCIPE DE GALES, ,7230,PRINCIPE DE GALES 7230,0,0,0,0,1,0,0,0,0
883,1,LA REINA,13,REGION METROPOLITANA,Chile,PRINCIPE DE GALES, ,8089,PRINCIPE DE GALES 8089,0,0,0,0,1,0,0,0,0
884,1,LA REINA,13,REGION METROPOLITANA,Chile,CARLOS OSSANDON,PRINCIPE DE GALES,0,CARLOS OSSANDON / PRINCIPE DE GALES,0,0,0,1,1,0,0,0,1
885,1,LA REINA,13,REGION METROPOLITANA,Chile,PADRE HURTADO,FRANCISCO BILBAO,0,PADRE HURTADO / FRANCISCO BILBAO,0,0,0,1,1,0,0,0,1
886,1,LA REINA,13,REGION METROPOLITANA,Chile,PRINCIPE DE GALES,OSCAR CASTRO,0,PRINCIPE DE GALES / OSCAR CASTRO,0,0,0,1,1,0,0,0,1
887,1,LA REINA,13,REGION METROPOLITANA,Chile,PRINCIPE DE GALES, ,9045,PRINCIPE DE GALES 9045,0,0,0,1,1,0,0,0,1
888,1,LA REINA,13,REGION METROPOLITANA,Chile,VALENZUELA LLANOS,LAS PERDICES,0,VALENZUELA LLANOS / LAS PERDICES,0,0,0,1,1,0,0,0,1
889,1,RECOLETA,13,REGION METROPOLITANA,Chile,LOS ZAPADORES,JOSE MIGUEL CARRERA,0,LOS ZAPADORES / JOSE MIGUEL CARRERA,0,0,0,1,1,0,0,0,1
890,1,HUECHURABA,13,REGION METROPOLITANA,Chile,JUAN CRISTOBAL,AMERICO VESPUCIO,0,JUAN CRISTOBAL / AMERICO VESPUCIO,0,0,0,1,1,0,0,0,1
891,1,RECOLETA,13,REGION METROPOLITANA,Chile,RECOLETA, ,523,RECOLETA 523,0,0,0,1,1,0,0,0,1
892,1,RECOLETA,13,REGION METROPOLITANA,Chile,NUEVA RECOLETA,RAUL MONTT,0,NUEVA RECOLETA / RAUL MONTT,0,0,0,1,1,0,0,0,1
893,1,RECOLETA,13,REGION METROPOLITANA,Chile,SANTOS DUMONT, ,125,SANTOS DUMONT 125,0,0,0,1,1,0,0,0,1
894,1,HUECHURABA,13,REGION METROPOLITANA,Chile,CAMINO AL BOSQUE DE SANTIAGO,RECOLETA,0,CAMINO AL BOSQUE DE SANTIAGO / RECOLETA,0,0,0,0,1,0,0,0,0
895,1,RECOLETA,13,REGION METROPOLITANA,Chile,LOS CARDENALES,MARIA DEL PILAR,0,LOS CARDENALES / MARIA DEL PILAR,0,0,0,2,1,0,0,0,1
896,1,RECOLETA,13,REGION METROPOLITANA,Chile,LOS ZAPADORES,LAS TORRES,0,LOS ZAPADORES / LAS TORRES,0,1,0,0,1,0,1,0,0
897,1,HUECHURABA,13,REGION METROPOLITANA,Chile,EL SALTO,AMERICO VESPUCIO,0,EL SALTO / AMERICO VESPUCIO,0,1,0,0,1,0,1,0,0
898,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,ANDRES BELLO,MANUEL MONTT,0,ANDRES BELLO / MANUEL MONTT,0,0,0,1,1,0,0,0,1
899,1,HUECHURABA,13,REGION METROPOLITANA,Chile,DEL PARQUE,DEL VALLE,0,DEL PARQUE / DEL VALLE,0,0,0,1,1,0,0,0,1
900,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,PROVIDENCIA,ANTONIO BELLET,0,PROVIDENCIA / ANTONIO BELLET,0,0,0,0,1,0,0,0,0
901,1,HUECHURABA,13,REGION METROPOLITANA,Chile,EL ALMENDRO ORIENTE,RINCONADA EL SALTO,0,EL ALMENDRO ORIENTE / RINCONADA EL SALTO,0,0,0,1,1,0,0,0,1
902,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,PEDRO DE VALDIVIA,FIDEL OTEIZA,0,PEDRO DE VALDIVIA / FIDEL OTEIZA,0,0,0,1,1,0,0,0,1
903,2,PROVIDENCIA,13,REGION METROPOLITANA,Chile,ANDRES BELLO,PADRE LETELIER,0,ANDRES BELLO / PADRE LETELIER,0,0,0,1,2,0,0,0,1
904,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,11 DE SEPTIEMBRE,LOS LEONES,0,11 DE SEPTIEMBRE / LOS LEONES,0,0,0,0,1,0,0,0,0
905,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,CARLOS ANTUNEZ,SUECIA,0,CARLOS ANTUNEZ / SUECIA,0,0,0,0,1,0,0,0,0
906,2,PROVIDENCIA,13,REGION METROPOLITANA,Chile,PROVIDENCIA,TOBALABA,0,PROVIDENCIA / TOBALABA,0,0,0,2,2,0,0,0,2
907,1,VITACURA,13,REGION METROPOLITANA,Chile,NUEVA COSTANERA,RODRIGO DE QUIROGA,0,NUEVA COSTANERA / RODRIGO DE QUIROGA,0,0,0,1,1,0,0,0,1
908,1,LAS CONDES,13,REGION METROPOLITANA,Chile,PRESIDENTE RIESCO,CARMENCITA,0,PRESIDENTE RIESCO / CARMENCITA,0,0,0,0,1,0,0,0,0
909,1,VITACURA,13,REGION METROPOLITANA,Chile,ALONSO DE CORDOVA,NUEVA COSTANERA,0,ALONSO DE CORDOVA / NUEVA COSTANERA,0,0,1,0,1,0,0,1,0
910,1,VITACURA,13,REGION METROPOLITANA,Chile,PRESIDENTE KENNEDY,LAS CATALPAS,0,PRESIDENTE KENNEDY / LAS CATALPAS,0,0,0,1,1,0,0,0,1
911,1,PROVIDENCIA,13,REGION METROPOLITANA,Chile,TOBALABA,LOTA,0,TOBALABA / LOTA,0,1,0,0,1,0,1,0,0
912,1,VITACURA,13,REGION METROPOLITANA,Chile,FRANCISCO DE AGUIRRE,VITACURA,0,FRANCISCO DE AGUIRRE / VITACURA,0,0,0,1,1,0,0,0,1
913,1,LAS CONDES,13,REGION METROPOLITANA,Chile,ALSACIA,APOQUINDO,0,ALSACIA / APOQUINDO,0,0,0,1,1,0,0,0,1
914,1,LAS CONDES,13,REGION METROPOLITANA,Chile,CERRO COLORADO,ALONSO DE CORDOVA,0,CERRO COLORADO / ALONSO DE CORDOVA,0,1,0,0,1,0,1,0,0
915,1,VITACURA,13,REGION METROPOLITANA,Chile,PRESIDENTE KENNEDY,LOS ABETOS,0,PRESIDENTE KENNEDY / LOS ABETOS,0,0,0,1,1,0,0,0,1
916,1,VITACURA,13,REGION METROPOLITANA,Chile,NUEVA COSTANERA,ISABEL MONTT,0,NUEVA COSTANERA / ISABEL MONTT,0,0,0,2,1,0,0,0,2
917,1,VITACURA,13,REGION METROPOLITANA,Chile,VITACURA, ,5290,VITACURA 5290,0,0,0,2,1,0,0,0,1
