FID,ICOUNT,Comuna,Cód_Región,Región,País,Calle_Uno,Calle_Dos,Número,Dirección,Fallecidos,Graves,Menos_Grav,Leves,Accidentes,Falle_bici,Grave_bici,Mgrav_bici,leve_bici
308,1,LO PRADO,13,REGION METROPOLITANA,Chile,NEPTUNO,LOS COPIHUES,0,NEPTUNO / LOS COPIHUES,0,0,0,1,1,0,0,0,1
309,1,LO PRADO,13,REGION METROPOLITANA,Chile,SAN FRANCISCO,NEPTUNO,0,SAN FRANCISCO / NEPTUNO,0,0,0,0,1,0,0,0,0
310,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,5 DE ABRIL,LUIS INFANTE CERDA,0,5 DE ABRIL / LUIS INFANTE CERDA,0,0,0,1,1,0,0,0,1
311,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,7 DE OCTUBRE,5 DE ABRIL,0,7 DE OCTUBRE / 5 DE ABRIL,0,1,0,0,1,0,1,0,0
312,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,LUIS INFANTE CERDA,LAS REJAS SUR,0,LUIS INFANTE CERDA / LAS REJAS SUR,0,0,1,1,1,0,0,0,1
313,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,LUIS INFANTE CERDA,AYSEN,0,LUIS INFANTE CERDA / AYSEN,0,0,1,0,1,0,0,1,0
314,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,UNION FERROVIARIA,6 PONIENTE,0,UNION FERROVIARIA / 6 PONIENTE,0,0,0,1,1,0,0,0,1
315,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,CERRILLOS, ,4444,CERRILLOS 4444,0,0,0,1,1,0,0,0,1
316,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,CERRILLOS, ,4030,CERRILLOS 4030,0,0,0,2,1,0,0,0,1
317,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,GENERAL VELASQUEZ,LOGRONO,0,GENERAL VELASQUEZ / LOGRONO,0,0,1,0,1,0,0,1,0
318,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,ARMADA NACIONAL,APOSTADERO,0,ARMADA NACIONAL / APOSTADERO,0,0,0,1,1,0,0,0,1
319,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,ALEJANDRO PETION,CENTRO AMERICA,0,ALEJANDRO PETION / CENTRO AMERICA,0,0,0,0,1,0,0,0,0
320,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,BOMBERO OSSANDON,TACITO,0,BOMBERO OSSANDON / TACITO,0,1,0,0,1,0,1,0,0
321,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,CLOTARIO BLEST,PETROHUE,0,CLOTARIO BLEST / PETROHUE,0,0,0,1,1,0,0,0,1
322,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,DEPARTAMENTAL,GALO GONZALEZ,0,DEPARTAMENTAL / GALO GONZALEZ,0,1,0,0,1,0,1,0,0
323,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,CLUB HIPICO,CALLE A,0,CLUB HIPICO / CALLE A,0,0,0,1,1,0,0,0,1
324,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,CLOTARIO BLEST,MERCEDES FONTECILLA,0,CLOTARIO BLEST / MERCEDES FONTECILLA,0,0,0,0,1,0,0,0,0
325,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,CLUB HIPICO,DEPARTAMENTAL ANTIGUO,0,CLUB HIPICO / DEPARTAMENTAL ANTIGUO,0,1,0,1,1,0,0,0,1
326,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,REUMEN,PETROHUE,0,REUMEN / PETROHUE,0,0,0,1,1,0,0,0,1
327,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,REUMEN,PIRIHUEICO,0,REUMEN / PIRIHUEICO,0,0,0,1,1,0,0,0,1
328,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,ABRANQUIL,SAN NICOLAS,0,ABRANQUIL / SAN NICOLAS,0,1,0,0,1,0,1,0,0
329,1,SAN MIGUEL,13,REGION METROPOLITANA,Chile,JOSE JOAQUIN PRIETO VIAL,DEPARTAMENTAL,0,JOSE JOAQUIN PRIETO VIAL / DEPARTAMENTAL,0,0,0,1,1,0,0,0,1
330,1,SAN MIGUEL,13,REGION METROPOLITANA,Chile,SEGUNDA TRANSVERSAL,DECIMA AVENIDA,0,SEGUNDA TRANSVERSAL / DECIMA AVENIDA,0,0,0,1,1,0,0,0,1
331,1,SAN MIGUEL,13,REGION METROPOLITANA,Chile,PASAJE 2,CARLOS EDWARDS,0,PASAJE 2 / CARLOS EDWARDS,0,0,0,1,1,0,0,0,1
332,1,SAN MIGUEL,13,REGION METROPOLITANA,Chile,SEPTIMA AVENIDA,PRIMERA TRANSVERSAL,0,SEPTIMA AVENIDA / PRIMERA TRANSVERSAL,0,0,0,1,1,0,0,0,1
333,1,SAN MIGUEL,13,REGION METROPOLITANA,Chile,CARLOS EDWARDS,GRAN AVENIDA JOSE MIGUEL CARRERA,0,CARLOS EDWARDS / GRAN AVENIDA JOSE MIGUEL CARRERA,0,0,0,1,1,0,0,0,1
334,1,SAN MIGUEL,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA,ALMIRANTE LYNCH,0,GRAN AVENIDA JOSE MIGUEL CARRERA / ALMIRANTE LYNCH,0,0,0,1,1,0,0,0,1
335,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,PEDRO SUBERCASEAUX,QUIRIHUE,0,PEDRO SUBERCASEAUX / QUIRIHUE,0,0,1,0,1,0,0,1,0
336,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,LA MARINA,CLOTARIO BLEST,0,LA MARINA / CLOTARIO BLEST,0,1,0,0,1,0,1,0,0
337,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,ALCALDE CARLOS VALDOVINOS,BELEN,0,ALCALDE CARLOS VALDOVINOS / BELEN,0,0,0,1,1,0,0,0,1
338,1,SANTIAGO,13,REGION METROPOLITANA,Chile,SAN ALFONSO,RAMON SUBERCASEAUX,0,SAN ALFONSO / RAMON SUBERCASEAUX,0,0,0,1,1,0,0,0,1
339,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,CLOTARIO BLEST,CARLOS MARX,0,CLOTARIO BLEST / CARLOS MARX,0,1,0,0,1,0,1,0,0
340,3,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,BASCUNAN GUERRERO,ISABEL RIQUELME,0,BASCUNAN GUERRERO / ISABEL RIQUELME,0,0,1,1,3,0,0,0,1
341,2,SANTIAGO,13,REGION METROPOLITANA,Chile,FRANCISCO PIZARRO,SIRIA,0,FRANCISCO PIZARRO / SIRIA,0,1,0,1,2,0,1,0,1
342,1,SANTIAGO,13,REGION METROPOLITANA,Chile,GENERAL RONDIZZONI, ,2383,GENERAL RONDIZZONI 2383,0,1,0,1,1,0,1,0,0
343,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,ALCALDE FLORES,CLUB HIPICO,0,ALCALDE FLORES / CLUB HIPICO,0,0,0,1,1,0,0,0,1
344,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,TERESA VIAL,PINTOR EL GRECO,0,TERESA VIAL / PINTOR EL GRECO,0,0,0,1,1,0,0,0,1
345,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,SALESIANOS,GUIDO RENI,0,SALESIANOS / GUIDO RENI,0,0,0,1,1,0,0,0,1
346,1,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,Chile,BEAUCHEFF,ISMAEL VALDES VALDES,0,BEAUCHEFF / ISMAEL VALDES VALDES,0,0,0,1,1,0,0,0,1
347,1,SANTIAGO,13,REGION METROPOLITANA,Chile,BIO BIO,ROBERTO ESPINOZA,0,BIO BIO / ROBERTO ESPINOZA,0,0,0,1,1,0,0,0,1
348,1,LO PRADO,13,REGION METROPOLITANA,Chile,OBISPO RODRIGUEZ,FRESIA OLIVA,0,OBISPO RODRIGUEZ / FRESIA OLIVA,0,1,0,0,1,0,1,0,0
349,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,LOS PAJARITOS,VISTA HERMOSA,0,LOS PAJARITOS / VISTA HERMOSA,0,1,0,1,1,0,1,0,0
350,1,LO PRADO,13,REGION METROPOLITANA,Chile,PARDO VILLALON,DORSAL,0,PARDO VILLALON / DORSAL,0,0,0,1,1,0,0,0,1
351,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,MARMADUQUE GROVE,VISTA HERMOSA,0,MARMADUQUE GROVE / VISTA HERMOSA,0,0,1,1,1,0,0,1,0
352,1,LO PRADO,13,REGION METROPOLITANA,Chile,RUTA 68,GENERAL OSCAR BONILLA,0,RUTA 68 / GENERAL OSCAR BONILLA,0,0,1,0,1,0,0,1,0
353,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,AEROPUERTO,LIBERTADOR BERNARDO O`HIGGINS,0,AEROPUERTO / LIBERTADOR BERNARDO O`HIGGINS,0,0,0,1,1,0,0,0,1
354,1,LO PRADO,13,REGION METROPOLITANA,Chile,ADONAY,ELQUI,0,ADONAY / ELQUI,0,0,0,0,1,0,0,0,0
355,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,LOS ALERCES, ,154,LOS ALERCES 154,0,0,0,0,1,0,0,0,0
356,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,PALENA,RIO QUETRO,0,PALENA / RIO QUETRO,0,0,0,1,1,0,0,0,1
357,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,LAS REJAS SUR,RIO QUETRO,0,LAS REJAS SUR / RIO QUETRO,0,0,1,0,1,0,0,1,0
358,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS, ,4850,LIBERTADOR BERNARDO O`HIGGINS 4850,0,1,0,1,1,0,0,0,1
359,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS, ,4850,LIBERTADOR BERNARDO O`HIGGINS 4850,0,0,0,1,1,0,0,0,1
360,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,EL CARMELO,5 DE ABRIL,0,EL CARMELO / 5 DE ABRIL,0,0,0,1,1,0,0,0,1
361,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,5 DE ABRIL,PLACILLA,0,5 DE ABRIL / PLACILLA,0,0,0,1,1,0,0,0,1
362,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS,TORO MAZOTTE,0,LIBERTADOR BERNARDO O`HIGGINS / TORO MAZOTTE,0,0,0,1,1,0,0,0,1
363,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,CAPITAN GALVEZ,SANTA TERESA,0,CAPITAN GALVEZ / SANTA TERESA,0,0,0,1,1,0,0,0,0
364,1,SANTIAGO,13,REGION METROPOLITANA,Chile,YUNGAY,LIBERTADOR BERNARDO O`HIGGINS,0,YUNGAY / LIBERTADOR BERNARDO O`HIGGINS,0,0,0,1,1,0,0,0,1
365,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,TORO MAZOTTE,JUAN CARRERA,0,TORO MAZOTTE / JUAN CARRERA,1,0,0,0,1,1,0,0,0
366,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,GENERAL VELASQUEZ,PELAYO BEZANILLA,0,GENERAL VELASQUEZ / PELAYO BEZANILLA,0,0,0,1,1,0,0,0,1
367,1,CERRO NAVIA,13,REGION METROPOLITANA,Chile,NEPTUNO,MEMBRILLAR,0,NEPTUNO / MEMBRILLAR,0,0,0,1,1,0,0,0,1
368,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,VICUNA ROZAS,MERCURIO,0,VICUNA ROZAS / MERCURIO,0,0,0,2,1,0,0,0,1
369,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,VICUNA ROZAS,JUPITER,0,VICUNA ROZAS / JUPITER,0,0,0,0,1,0,0,0,0
370,1,LO PRADO,13,REGION METROPOLITANA,Chile,SORRENTO,SANTA ZENOBIA,0,SORRENTO / SANTA ZENOBIA,0,0,0,0,1,0,0,0,0
371,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,SAN PABLO,SERGIO VALDOVINOS,0,SAN PABLO / SERGIO VALDOVINOS,0,0,0,1,1,0,0,0,1
372,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,NUEVA IMPERIAL, ,5143,NUEVA IMPERIAL 5143,0,0,0,0,1,0,0,0,0
373,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,JOSE JOAQUIN PEREZ,INGENIERO LLOYD,0,JOSE JOAQUIN PEREZ / INGENIERO LLOYD,0,1,0,0,1,0,1,0,0
374,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,JOSE JOAQUIN PEREZ,RADAL,0,JOSE JOAQUIN PEREZ / RADAL,0,0,0,1,1,0,0,0,1
375,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,GASPAR DE ORENSE,SAN PABLO,0,GASPAR DE ORENSE / SAN PABLO,0,0,0,2,1,0,0,0,1
376,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,SANTO DOMINGO,VICTORINO LAYNEZ,0,SANTO DOMINGO / VICTORINO LAYNEZ,0,0,0,1,1,0,0,0,1
377,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,SAN PABLO,BISMARCK,0,SAN PABLO / BISMARCK,0,0,0,1,1,0,0,0,1
378,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,PORTALES,LAS ACACIAS,0,PORTALES / LAS ACACIAS,0,0,0,1,1,0,0,0,1
379,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,JOSE JOAQUIN PEREZ,SANTA GENOVEVA,0,JOSE JOAQUIN PEREZ / SANTA GENOVEVA,0,0,0,1,1,0,0,0,1
380,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,PADRE TADEO,SANTA FE,0,PADRE TADEO / SANTA FE,0,0,0,1,1,0,0,0,1
381,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,ANTONIO EBNER,MARTINEZ DE ROZAS,0,ANTONIO EBNER / MARTINEZ DE ROZAS,0,0,0,1,1,0,0,0,1
382,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,CORONEL ROBLES,ANDES,0,CORONEL ROBLES / ANDES,0,0,0,0,1,0,0,0,0
383,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,ALEJANDRO FIERRO,CORONEL ROBLES,0,ALEJANDRO FIERRO / CORONEL ROBLES,0,0,0,1,1,0,0,0,0
384,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,MAPOCHO,JOAQUIN WALKER MARTINEZ,0,MAPOCHO / JOAQUIN WALKER MARTINEZ,0,1,0,0,1,0,1,0,0
385,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,VARGAS FONTECILLA, ,4200,VARGAS FONTECILLA 4200,0,0,0,1,1,0,0,0,1
386,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,MARTINEZ DE ROZAS,ALCERRECA,0,MARTINEZ DE ROZAS / ALCERRECA,0,1,0,0,1,0,1,0,0
387,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,MAPOCHO,ALCERRECA,0,MAPOCHO / ALCERRECA,0,1,0,0,1,0,1,0,0
388,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,LOPE DE ULLOA,MAPOCHO,0,LOPE DE ULLOA / MAPOCHO,0,0,0,1,1,0,0,0,1
389,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,MAPOCHO,VILLASANA,0,MAPOCHO / VILLASANA,0,0,0,1,1,0,0,0,1
390,2,SANTIAGO,13,REGION METROPOLITANA,Chile,MARTINEZ DE ROZAS,LOURDES,0,MARTINEZ DE ROZAS / LOURDES,0,0,1,1,2,0,0,1,1
391,2,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,ARICA,BERNAL DEL MERCADO,0,ARICA / BERNAL DEL MERCADO,0,0,0,3,2,0,0,0,2
392,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS,COVADONGA,0,LIBERTADOR BERNARDO O`HIGGINS / COVADONGA,0,0,0,1,1,0,0,0,1
393,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,SAN BORJA, ,184,SAN BORJA 184,0,0,0,1,1,0,0,0,1
394,1,SANTIAGO,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS,MEIGGS,0,LIBERTADOR BERNARDO O`HIGGINS / MEIGGS,0,0,0,0,1,0,0,0,0
395,1,SANTIAGO,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS, ,1935,LIBERTADOR BERNARDO O`HIGGINS 1935,0,0,0,1,1,0,0,0,1
396,1,SANTIAGO,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS, ,1801,LIBERTADOR BERNARDO O`HIGGINS 1801,0,1,0,0,1,0,1,0,0
397,1,SANTIAGO,13,REGION METROPOLITANA,Chile,BASCUNAN GUERRERO,MAQUINISTA ESCOBAR,0,BASCUNAN GUERRERO / MAQUINISTA ESCOBAR,0,0,0,1,1,0,0,0,1
398,1,SANTIAGO,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS,LIBERTAD,0,LIBERTADOR BERNARDO O`HIGGINS / LIBERTAD,0,0,0,2,1,0,0,0,1
399,1,SANTIAGO,13,REGION METROPOLITANA,Chile,GASPAR DE LA BARRERA,BASCUNAN GUERRERO,0,GASPAR DE LA BARRERA / BASCUNAN GUERRERO,0,0,0,1,1,0,0,0,1
400,1,SANTIAGO,13,REGION METROPOLITANA,Chile,GARCIA REYES,LIBERTADOR BERNARDO O`HIGGINS,0,GARCIA REYES / LIBERTADOR BERNARDO O`HIGGINS,0,0,0,1,1,0,0,0,1
401,2,SANTIAGO,13,REGION METROPOLITANA,Chile,REPUBLICA,GRAJALES,0,REPUBLICA / GRAJALES,0,0,0,1,2,0,0,0,1
402,3,SANTIAGO,13,REGION METROPOLITANA,Chile,GORBEA,REPUBLICA,0,GORBEA / REPUBLICA,0,0,0,3,3,0,0,0,3
403,1,SANTIAGO,13,REGION METROPOLITANA,Chile,SARGENTO ALDEA,SAN IGNACIO DE LOYOLA,0,SARGENTO ALDEA / SAN IGNACIO DE LOYOLA,0,0,0,1,1,0,0,0,1
404,1,SANTIAGO,13,REGION METROPOLITANA,Chile,ALDUNATE,MANUEL ANTONIO MATTA,0,ALDUNATE / MANUEL ANTONIO MATTA,0,0,0,1,1,0,0,0,1
405,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MANUEL ANTONIO MATTA,NATANIEL COX,0,MANUEL ANTONIO MATTA / NATANIEL COX,0,0,0,0,1,0,0,0,0
406,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MANUEL ANTONIO MATTA,ZENTENO,0,MANUEL ANTONIO MATTA / ZENTENO,0,1,0,0,1,0,1,0,0
407,1,SANTIAGO,13,REGION METROPOLITANA,Chile,SAN DIEGO,MANUEL ANTONIO MATTA,0,SAN DIEGO / MANUEL ANTONIO MATTA,0,0,0,1,1,0,0,0,0
408,1,SANTIAGO,13,REGION METROPOLITANA,Chile,SANTIAGO,SAN DIEGO,0,SANTIAGO / SAN DIEGO,0,0,0,1,1,0,0,0,1
409,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MANUEL ANTONIO MATTA, ,1089,MANUEL ANTONIO MATTA 1089,0,0,0,1,1,0,0,0,1
410,2,SANTIAGO,13,REGION METROPOLITANA,Chile,BLANCO ENCALADA,REPUBLICA,0,BLANCO ENCALADA / REPUBLICA,0,0,0,2,2,0,0,0,2
411,1,SANTIAGO,13,REGION METROPOLITANA,Chile,BLANCO ENCALADA,CLUB HIPICO,0,BLANCO ENCALADA / CLUB HIPICO,0,0,0,1,1,0,0,0,1
412,1,SANTIAGO,13,REGION METROPOLITANA,Chile,GRAJALES,CLUB HIPICO,0,GRAJALES / CLUB HIPICO,0,0,0,1,1,0,0,0,1
413,1,SANTIAGO,13,REGION METROPOLITANA,Chile,ALMIRANTE LATORRE,SALVADOR SANFUENTES,0,ALMIRANTE LATORRE / SALVADOR SANFUENTES,0,0,0,1,1,0,0,0,1
414,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MANUEL RODRIGUEZ,SANTA ISABEL,0,MANUEL RODRIGUEZ / SANTA ISABEL,0,0,1,0,1,0,0,1,0
415,1,SANTIAGO,13,REGION METROPOLITANA,Chile,ELEUTERIO RAMIREZ,VIEL,0,ELEUTERIO RAMIREZ / VIEL,0,0,0,0,1,0,0,0,0
416,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MANUEL RODRIGUEZ,DOMEYKO,0,MANUEL RODRIGUEZ / DOMEYKO,0,0,0,2,1,0,0,0,1
417,2,SANTIAGO,13,REGION METROPOLITANA,Chile,SANTA ISABEL,SAN IGNACIO DE LOYOLA,0,SANTA ISABEL / SAN IGNACIO DE LOYOLA,0,0,1,1,2,0,0,1,0
418,1,SANTIAGO,13,REGION METROPOLITANA,Chile,SANTA ISABEL,LORD COCHRANE,0,SANTA ISABEL / LORD COCHRANE,0,0,1,0,1,0,0,1,0
419,1,SANTIAGO,13,REGION METROPOLITANA,Chile,SANTA ISABEL,NATANIEL COX,0,SANTA ISABEL / NATANIEL COX,0,0,1,0,1,0,0,1,0
420,1,SANTIAGO,13,REGION METROPOLITANA,Chile,SAN DIEGO,COQUIMBO,0,SAN DIEGO / COQUIMBO,0,0,0,1,1,0,0,0,1
421,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,MARTINEZ DE ROZAS,RIVAS VICUNA,0,MARTINEZ DE ROZAS / RIVAS VICUNA,0,1,0,0,1,0,1,0,0
422,1,ESTACION CENTRAL,13,REGION METROPOLITANA,Chile,LAS SOPHORAS,PORTALES,0,LAS SOPHORAS / PORTALES,0,0,0,1,1,0,0,0,0
423,1,QUINTA NORMAL,13,REGION METROPOLITANA,Chile,SANTO DOMINGO, ,3250,SANTO DOMINGO 3250,0,0,0,1,1,0,0,0,1
424,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MATUCANA,CATEDRAL,0,MATUCANA / CATEDRAL,0,0,0,1,1,0,0,0,1
425,1,SANTIAGO,13,REGION METROPOLITANA,Chile,CHACABUCO,SAN PABLO,0,CHACABUCO / SAN PABLO,0,0,0,1,1,0,0,0,1
426,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MAIPU,ANDES,0,MAIPU / ANDES,0,0,0,1,1,0,0,0,1
427,1,SANTIAGO,13,REGION METROPOLITANA,Chile,SAN PABLO,MAIPU,0,SAN PABLO / MAIPU,0,0,0,2,1,0,0,0,1
428,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MONEDA,MAIPU,0,MONEDA / MAIPU,0,0,0,2,1,0,0,0,1
429,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MARTINEZ DE ROZAS,LIBERTAD,0,MARTINEZ DE ROZAS / LIBERTAD,0,0,0,1,1,0,0,0,1
430,1,SANTIAGO,13,REGION METROPOLITANA,Chile,CUETO,ROSAS,0,CUETO / ROSAS,0,0,0,1,1,0,0,0,1
431,1,SANTIAGO,13,REGION METROPOLITANA,Chile,CATEDRAL,CUETO,0,CATEDRAL / CUETO,0,0,0,0,1,0,0,0,0
432,1,SANTIAGO,13,REGION METROPOLITANA,Chile,GENERAL BULNES,MARTINEZ DE ROZAS,0,GENERAL BULNES / MARTINEZ DE ROZAS,0,1,0,0,1,0,1,0,0
433,1,SANTIAGO,13,REGION METROPOLITANA,Chile,GENERAL BULNES,SANTO DOMINGO,0,GENERAL BULNES / SANTO DOMINGO,0,0,0,1,1,0,0,0,1
434,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MAPOCHO,CAUTIN,0,MAPOCHO / CAUTIN,0,0,0,1,1,0,0,0,1
435,1,SANTIAGO,13,REGION METROPOLITANA,Chile,ANDES,RICARDO CUMMING,0,ANDES / RICARDO CUMMING,0,0,0,0,1,0,0,0,0
436,1,SANTIAGO,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS,GENERAL BULNES,0,LIBERTADOR BERNARDO O`HIGGINS / GENERAL BULNES,0,1,0,1,1,0,1,0,0
437,1,SANTIAGO,13,REGION METROPOLITANA,Chile,RICARDO CUMMING,HUERFANOS,0,RICARDO CUMMING / HUERFANOS,0,0,0,1,1,0,0,0,1
438,1,SANTIAGO,13,REGION METROPOLITANA,Chile,RICARDO CUMMING,MONEDA,0,RICARDO CUMMING / MONEDA,0,0,0,1,1,0,0,0,1
439,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MAPOCHO,MATURANA,0,MAPOCHO / MATURANA,0,0,0,1,1,0,0,0,1
440,4,SANTIAGO,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS,RICARDO CUMMING,0,LIBERTADOR BERNARDO O`HIGGINS / RICARDO CUMMING,0,0,0,4,4,0,0,0,4
441,1,SANTIAGO,13,REGION METROPOLITANA,Chile,BRASIL,MONEDA,0,BRASIL / MONEDA,0,0,0,1,1,0,0,0,1
442,2,SANTIAGO,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS,ALMIRANTE LATORRE,0,LIBERTADOR BERNARDO O`HIGGINS / ALMIRANTE LATORRE,0,1,0,1,2,0,1,0,1
443,1,SANTIAGO,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS,BRASIL,0,LIBERTADOR BERNARDO O`HIGGINS / BRASIL,0,0,0,1,1,0,0,0,1
444,1,SANTIAGO,13,REGION METROPOLITANA,Chile,HUERFANOS,CIENFUEGOS,0,HUERFANOS / CIENFUEGOS,0,1,0,0,1,0,1,0,0
445,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MANUEL RODRIGUEZ, ,42,MANUEL RODRIGUEZ 42,0,0,0,1,1,0,0,0,1
446,1,SANTIAGO,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS,MANUEL RODRIGUEZ,0,LIBERTADOR BERNARDO O`HIGGINS / MANUEL RODRIGUEZ,0,0,0,2,1,0,0,0,1
447,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MANUEL RODRIGUEZ,AGUSTINAS,0,MANUEL RODRIGUEZ / AGUSTINAS,0,1,0,0,1,0,1,0,0
448,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MANUEL RODRIGUEZ,COMPANIA DE JESUS,0,MANUEL RODRIGUEZ / COMPANIA DE JESUS,0,0,0,0,1,0,0,0,0
449,1,SANTIAGO,13,REGION METROPOLITANA,Chile,MONEDA,TUCAPEL JIMENEZ,0,MONEDA / TUCAPEL JIMENEZ,0,0,0,0,1,0,0,0,0
450,1,SANTIAGO,13,REGION METROPOLITANA,Chile,SAN MARTIN, ,222,SAN MARTIN 222,0,0,1,0,1,0,0,1,0
451,1,SANTIAGO,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO O`HIGGINS,SAN MARTIN,0,LIBERTADOR BERNARDO O`HIGGINS / SAN MARTIN,0,0,0,0,1,0,0,0,0
