FID,Ubicacion,Fallecidos,Graves,MenosGrave,Leve,Accidentes
647,"MARATHON & LOS TULIPEROS, MACUL",0,0,0,0,1
648,"CARMEN COVARRUBIAS & DUBLE ALMEYDA, NUNOA",0,0,0,1,1
649,"2171 ANTONIO VARAS, NUNOA",0,0,0,1,1
650,"PUERTO VARAS & OSORNO, LA GRANJA",0,1,1,0,1
651,"SUCRE & ANTONIO VARAS, NUNOA",0,0,0,2,1
652,"45 NUEVA DE LYON, PROVIDENCIA",0,0,0,1,1
653,"PROVIDENCIA & RICARDO LYON, PROVIDENCIA",0,1,0,0,1
654,"TENIENTE MONTT & ANTONIO VARAS, NUNOA",0,0,0,2,2
655,"PUNTA ARENAS & NACIONES UNIDAS, LA FLORIDA",0,1,0,0,1
656,"2214 PROVIDENCIA, PROVIDENCIA",0,1,0,0,1
657,"RICARDO LYON & 11 DE SEPTIEMBRE, PROVIDENCIA",0,0,0,1,1
658,"GRECIA & CAMPOS DE DEPORTES, NUNOA",0,1,0,1,2
659,"MIRADOR AZUL PONIENTE & PUNTA ARENAS, LA FLORIDA",0,0,0,1,1
660,"PEDRO DE VALDIVIA & ELIODORO YANEZ, PROVIDENCIA",0,0,0,2,2
661,"SIMON BOLIVAR & ANTONIO VARAS, NUNOA",0,0,0,1,1
662,"2042 IRARRAZAVAL, NUNOA",0,0,0,1,1
663,"4061 PASAJE 310, MACUL",0,0,0,1,1
664,"DUBLE ALMEYDA & CAMPOS DE DEPORTES, NUNOA",0,0,0,0,1
665,"RICARDO LYON & JORGE ISAACS, PROVIDENCIA",0,1,1,1,3
666,"2425 ANDRES BELLO, PROVIDENCIA",0,0,0,1,1
667,"8671 ISLA ADELAIDA, LA FLORIDA",1,0,0,0,1
668,"2200 SIMON BOLIVAR, NUNOA",0,0,0,1,1
669,"PROVIDENCIA & SUECIA, PROVIDENCIA",0,0,0,1,1
670,"8043 PUNTA ARENAS, LA GRANJA",0,0,0,1,1
671,"PUNTA ARENAS & LINARES, LA FLORIDA",0,0,0,1,1
672,"RICARDO LYON & EUROPA, PROVIDENCIA",0,0,0,1,1
673,"GUILLERMO MANN & NELSON, NUNOA",0,2,0,0,1
674,"CARLOS ANTUNEZ & RICARDO LYON, PROVIDENCIA",0,0,0,1,1
675,"PEDRO DE VALDIVIA & FRANCISCO BILBAO, PROVIDENCIA",0,2,0,3,4
676,"2372 ESCUELA AGRICOLA, MACUL",0,0,0,1,1
677,"1001 AMERICO VESPUCIO, HUECHURABA",0,0,0,0,1
678,"GABRIELA & 4 ORIENTE, PUENTE ALTO",0,0,0,1,1
679,"RICARDO LYON & DARIO URZUA, PROVIDENCIA",0,0,0,1,1
680,"2415 GUILLERMO MANN, NUNOA",0,0,0,1,1
681,"SIMON BOLIVAR & MARCHANT PEREIRA, NUNOA",0,1,0,1,1
682,"4862 PEDRO DE VALDIVIA, NUNOA",0,0,0,1,1
683,"GRECIA & PEDRO DE VALDIVIA, NUNOA",0,1,0,2,3
684,"2810 ANDRES BELLO, LAS CONDES",0,0,0,1,1
685,"JUAN XXIII & FRESIA, LA FLORIDA",0,0,0,1,1
686,"LOS PLATANOS & PEDRO DE VALDIVIA, MACUL",0,0,0,1,1
687,"ALCALDE EDUARDO CASTILLO VELASCO & PEDRO DE VALDIVIA, NUNOA",0,0,0,1,1
688,"VICUNA MACKENNA PONIENTE & MILLARAY, LA FLORIDA",0,0,0,0,1
689,"POCURO & RICARDO LYON, PROVIDENCIA",0,0,0,1,1
690,"2460 SAN PIO X, PROVIDENCIA",0,0,0,1,1
691,"PEDRO DE VALDIVIA & IRARRAZAVAL, NUNOA",0,1,0,1,1
692,"LOS LEONES & ENRIQUE NERCASSEAUX, PROVIDENCIA",0,0,0,1,1
693,"BENITO REBOLLEDO & MARATHON, MACUL",0,0,0,0,1
694,"RICARDO LYON & CALIFORNIA, PROVIDENCIA",0,0,0,1,2
695,"CARMEN SILVA & LOS LEONES, PROVIDENCIA",0,1,0,0,1
696,"FRANCISCO BILBAO & RICARDO LYON, PROVIDENCIA",0,0,0,1,2
697,"OBISPO ARTURO ESPINOZA CAMPOS & QUILIN, MACUL",0,1,0,0,1
698,"LOS LEONES & CARLOS ANTUNEZ, PROVIDENCIA",0,0,0,0,1
699,"GRECIA & LOS 3 ANTONIOS, NUNOA",0,1,0,0,1
700,"2444 CARMEN SILVA, PROVIDENCIA",0,0,0,0,1
701,"AUTOPISTA DEL MAIPO & DOCTOR AMADOR NEGHME, PUENTE ALTO",0,0,1,0,1
702,"6501 VICUNA MACKENNA, LA FLORIDA",0,0,0,0,1
703,"2177 RICARDO LYON, PROVIDENCIA",0,0,0,1,1
704,"AMUNDSEN & RICARDO LYON, PROVIDENCIA",0,0,0,1,1
705,"DEPARTAMENTAL & EXEQUIEL FERNANDEZ, LA FLORIDA",0,0,0,1,1
706,"ELIODORO YANEZ & LOS LEONES, PROVIDENCIA",0,1,0,0,1
707,"RICARDO LYON & DOCTOR PEDRO LAUTARO FERRER, NUNOA",0,1,0,0,1
708,"ENCOMENDEROS & SAN SEBASTIAN, LAS CONDES",0,0,1,1,1
709,"HERNAN CORTES & RICARDO LYON, NUNOA",0,1,0,0,1
710,"DUBLE ALMEYDA & LOS 3 ANTONIOS, NUNOA",0,1,0,1,1
711,"3020 RICARDO LYON, NUNOA",0,0,0,2,1
712,"ISABEL MONTT & NUEVA COSTANERA, VITACURA",0,0,1,0,1
713,"BICENTENARIO & ALONSO DE CORDOVA, VITACURA",0,0,0,1,1
714,"PROVIDENCIA & APOQUINDO, PROVIDENCIA",0,0,0,0,1
715,"VITACURA & PEREZ ZUJOVIC, LAS CONDES",1,0,0,1,1
716,"LOS LEONES & POCURO, PROVIDENCIA",0,0,0,1,1
717,"EXEQUIEL FERNANDEZ & PADRE LUIS QUERBES, MACUL",0,0,0,1,1
718,"SAN JOSE DE LA ESTRELLA & SALAR DE ASCOTAN, LA FLORIDA",0,0,1,0,1
719,"PRESIDENTE RIESCO & BENJAMIN, LAS CONDES",0,0,0,1,1
720,"SUECIA & DOCTOR PEDRO LAUTARO FERRER, NUNOA",0,0,0,1,1
721,"VITACURA & PEREZ ZUJOVIC, VITACURA",0,0,0,1,1
722,"IRARRAZAVAL & JOSE LUIS ARANEDA, NUNOA",0,0,0,1,1
723,"4500 EXEQUIEL FERNANDEZ, MACUL",0,0,0,1,1
724,"EXEQUIEL FERNANDEZ & QUILIN, MACUL",0,1,0,0,1
725,"LUIS THAYER OJEDA & CARMEN SILVA, PROVIDENCIA",0,0,0,1,1
726,"EXEQUIEL FERNANDEZ & LOS OLMOS, MACUL",0,2,0,1,2
727,"42 EL BOSQUE NORTE, LAS CONDES",0,0,0,1,1
728,"17 EL BOSQUE SUR, LAS CONDES",0,0,0,1,1
729,"APOQUINDO & EL BOSQUE NORTE, LAS CONDES",0,0,0,2,1
730,"GABRIELA & CRETA, PUENTE ALTO",0,0,0,1,1
731,"DOCTOR ROBERTO DEL RIO & ELIODORO YANEZ, PROVIDENCIA",0,0,0,0,1
732,"EXEQUIEL FERNANDEZ & LAS ENCINAS, NUNOA",0,0,0,1,1
733,"GRECIA & EXEQUIEL FERNANDEZ, NUNOA",0,1,0,0,1
734,"3021 EL AGUILUCHO, PROVIDENCIA",0,0,0,0,1
735,"SUECIA & IRARRAZAVAL, NUNOA",0,0,0,0,1
736,"FROILAN ROA & BENITO REBOLLEDO, MACUL",0,0,0,1,1
737,"IRARRAZAVAL & EXEQUIEL FERNANDEZ, NUNOA",0,0,0,1,1
738,"ELIODORO YANEZ & LUIS THAYER OJEDA, PROVIDENCIA",0,0,0,1,1
739,"LOS LEONES & DOCTOR PEDRO LAUTARO FERRER, PROVIDENCIA",0,0,0,1,1
740,"MACUL & ARTURO GONZALVEZ, MACUL",0,1,0,0,1
741,"CALLAO & VECINAL, LAS CONDES",0,0,0,1,1
742,"3728 MACUL, MACUL",0,1,0,0,1
743,"LAS MADRESELVAS & MACUL, MACUL",0,0,0,2,2
744,"MACUL & LOS ESPINOS, MACUL",0,0,0,1,1
745,"3140 DUBLE ALMEYDA, NUNOA",0,0,0,1,1
746,"1165 JOSE PEDRO ALESSANDRI, NUNOA",0,0,0,1,1
747,"475 JOSE PEDRO ALESSANDRI, NUNOA",0,0,0,1,1
748,"SIMON BOLIVAR & CHILE ESPANA, NUNOA",0,0,2,0,2
749,"LOTA & TOBALABA, LAS CONDES",0,0,0,1,1
750,"3501 VITACURA, VITACURA",0,0,0,0,1
751,"CALLAO & AUGUSTO LEGUIA SUR, LAS CONDES",0,0,0,1,1
752,"LOS PLATANOS & DORILA RAVANAL, MACUL",0,0,0,1,1
753,"VICUNA MACKENNA PONIENTE & RODRIGUEZ VELASCO, LA FLORIDA",0,0,0,1,1
754,"LUIS THAYER OJEDA & BUSTOS, PROVIDENCIA",0,0,0,1,1
755,"GABRIELA & DE LA ASTRONOMIA, PUENTE ALTO",0,0,0,1,1
756,"LAS DALIAS & EL BOSQUE, PROVIDENCIA",0,0,0,1,1
757,"EL BOSQUE & LA BRABANZON, PROVIDENCIA",0,0,0,1,1
758,"ALONSO DE CORDOVA & VITACURA, VITACURA",0,0,0,1,1
759,"822 GENERAL ARRIAGADA, LA FLORIDA",0,0,0,0,1
760,"POCURO & AUGUSTO OVALLE CASTILLO, PROVIDENCIA",0,0,0,1,1
761,"GRECIA & CAPITAN IGNACIO CARRERA PINTO, NUNOA",0,0,0,1,1
762,"FRANCISCO DE AGUIRRE & AMERICO VESPUCIO NORTE, VITACURA",0,1,0,0,1
763,"FROILAN ROA & AMERICO VESPUCIO, LA FLORIDA",0,0,0,1,1
764,"EL LIBANO & MACUL, MACUL",0,1,0,0,1
765,"JORGE MATTE GORMAZ & POCURO, PROVIDENCIA",0,0,0,1,1
766,"5557 EL LIBANO, MACUL",0,0,0,1,1
767,"TOBALABA & RAMON SOTOMAYOR VALDES, LAS CONDES",0,0,0,1,1
768,"1116 GABRIELA, PUENTE ALTO",0,0,0,1,1
769,"SANTA JULIA & LOS OLMOS, MACUL",0,0,0,1,1
770,"AMAPOLAS & MARCEL DUHAUT, PROVIDENCIA",0,0,0,0,1
771,"OBISPO ENRIQUE ALVEAR & EL BELLOTO, PUENTE ALTO",0,0,0,0,1
772,"532 TRINIDAD, LA FLORIDA",0,0,0,1,1
773,"EL LIBANO & CAMPO LINDO, MACUL",0,0,0,1,1
774,"VITACURA & LOS LAURELES, VITACURA",0,0,0,0,1
775,"TOKIO & HIROSHIMA, LA FLORIDA",0,0,0,1,1
776,"JUAN DE DIOS MALEBRAN & MIGUEL ANGEL, PUENTE ALTO",0,0,0,1,1
777,"591 OSCAR BONILLA, PUENTE ALTO",0,0,0,0,1
778,"HUILMO & JUAN DE DIOS MALEBRAN, PUENTE ALTO",0,0,0,1,1
779,"AMERICO VESPUCIO NORTE & VITACURA, VITACURA",0,1,0,0,1
780,"CRISTOBAL COLON & MARCO POLO, LAS CONDES",0,0,0,2,2
781,"COLOMBIA & WALKER MARTINEZ, LA FLORIDA",0,0,0,1,1
782,"AUGUSTO VILLANUEVA & IRARRAZAVAL, NUNOA",1,0,0,0,1
783,"BARCELONA & FIGUERAS, PUENTE ALTO",0,0,0,1,1
784,"LOS PENSAMIENTOS & POCURO, PROVIDENCIA",0,0,0,1,1
785,"SAN VICENTE DE PAUL & PASAJE 1, MACUL",0,0,0,1,1
786,"BURGOS & RENATO SANCHEZ, LAS CONDES",0,0,0,1,1
787,"AMERICO VESPUCIO NORTE & LAS HUALTATAS, VITACURA",0,0,0,0,1
788,"9524 VICUNA MACKENNA ORIENTE, LA FLORIDA",1,0,0,1,1
789,"TOBALABA & POCURO, PROVIDENCIA",0,0,0,2,2
790,"PRESIDENTE RIESCO & AMERICO VESPUCIO NORTE, LAS CONDES",0,0,0,1,1
791,"IRAN, MACUL",0,0,0,1,1
792,"AMERICO VESPUCIO NORTE & PRESIDENTE KENNEDY, LAS CONDES",0,0,0,1,1
793,"5820 LA FLORIDA, LA FLORIDA",0,0,0,1,1
794,"VICUNA MACKENNA & TRINIDAD, LA FLORIDA",0,0,0,1,1
795,"2055 TOBALABA, PROVIDENCIA",0,0,0,0,1
796,"COLOMBIA & PERPETUA FREIRE, LA FLORIDA",0,0,0,1,1
797,"420 INDEPENDENCIA, PUENTE ALTO",0,0,0,1,1
798,"JUAN DE DIOS MALEBRAN & SAN CARLOS, PUENTE ALTO",0,0,0,1,1
799,"ELIECER PARADA & AMAPOLAS, NUNOA",0,0,0,0,1
800,"VICUNA MACKENNA & JOSE MIGUEL CARRERA, LA FLORIDA",0,0,0,1,1
801,"AMERICO VESPUCIO & APOQUINDO, LAS CONDES",0,0,0,2,2
802,"MONTENEGRO & VICENTE REYES, NUNOA",0,0,0,1,1
803,"GABRIELA PONIENTE & ULISES, PUENTE ALTO",0,1,0,1,2
804,"COLOMBIA & SANTA JULIA, LA FLORIDA",0,0,0,1,1
805,"MARIANO SANCHEZ FONTECILLA & FRANCISCO BILBAO, LAS CONDES",0,0,0,1,1
806,"LA FLORIDA & EL PARQUE, LA FLORIDA",0,1,0,0,1
807,"ERNESTO ALVEAR & RAFAEL ALBERTI, PUENTE ALTO",0,0,0,0,1
808,"LAS PALMAS & DEPARTAMENTAL, LA FLORIDA",0,0,0,2,2
809,"PRESIDENTE BATTLE Y ORDONEZ & ORTUZAR, NUNOA",0,1,0,1,2
810,"2 SUR & 5 PONIENTE, PUENTE ALTO",0,0,0,1,1
811,"VICUNA MACKENNA & GUACOLDA, LA FLORIDA",1,0,0,0,1
812,"DOMINGO TOCORNAL & CENTRAL, PUENTE ALTO",0,0,0,1,1
813,"SANTA JULIA & ALONSO DE ERCILLA, LA FLORIDA",0,0,0,1,1
814,"FELIX DE AMESTI & NEVERIA, LAS CONDES",0,0,0,1,1
815,"AMERICO VESPUCIO SUR & PORTOFINO, LAS CONDES",0,0,0,1,1
816,"VICUNA MACKENNA & RIO CALLE CALLE, PUENTE ALTO",0,0,0,1,1
817,"NUEVA 1 & LAS MADRESELVAS, MACUL",0,0,0,1,1
818,"131 GABRIELA PONIENTE, PUENTE ALTO",0,1,0,0,1
819,"JUAN DE AUSTRIA & ISABEL LA CATOLICA, LAS CONDES",0,1,0,1,2
820,"3871 CONCHA Y TORO, PUENTE ALTO",1,0,0,0,1
821,"CONCHA Y TORO & GABRIELA ORIENTE, PUENTE ALTO",0,0,0,0,1
822,"ISABEL LA CATOLICA & FLANDES, LAS CONDES",0,0,0,0,1
823,"IRARRAZAVAL & PRESIDENTE BATTLE Y ORDONEZ, NUNOA",0,0,0,2,2
824,"AMERICO VESPUCIO & VESPUCIO SUR EXPRESS, MACUL",0,0,0,0,1
825,"9462 COLOMBIA, LA FLORIDA",0,0,0,1,1
826,"CONCHA Y TORO & DEL CARIBE, PUENTE ALTO",0,0,0,1,2
827,"1600 WALKER MARTINEZ, LA FLORIDA",0,0,0,1,1
828,"DOMINGO TOCORNAL & DIAGONAL NORTE, PUENTE ALTO",0,0,0,0,1
829,"EYZAGUIRRE & ARGENTINA, PUENTE ALTO",0,0,0,1,1
830,"PIO XI & ALONSO DE CORDOVA, LAS CONDES",0,0,1,0,1
831,"CONCHA Y TORO & LUIS MATTE LARRAIN, PUENTE ALTO",0,0,0,2,2
832,"270 INDEPENDENCIA, PUENTE ALTO",0,0,0,0,1
833,"PIO XI & PRESIDENTE RIESCO, LAS CONDES",0,0,0,1,1
834,"LA FLORIDA & WALKER MARTINEZ, LA FLORIDA",0,1,0,0,1
835,"LUIS PASTEUR & MANQUEHUE NORTE, VITACURA",0,0,0,1,1
836,"AMERICO VESPUCIO SUR & ISABEL LA CATOLICA, LAS CONDES",1,0,0,0,1
837,"LAS TORRES & SARGENTO SEGUNDO JUAN HORMAZABAL, PENALOLEN",0,0,0,1,1
838,"2385 CONCHA Y TORO, PUENTE ALTO",0,1,0,0,1
839,"RODRIGO DE ARAYA & AMERICO VESPUCIO, MACUL",0,0,0,0,1
840,"EL LAGO & AMERICO VESPUCIO, PENALOLEN",0,0,0,1,1
841,"LOS TOROS & NEMESIO VICUNA, PUENTE ALTO",0,0,0,1,1
842,"SANTA AMALIA & LOS MANANTIALES, LA FLORIDA",0,0,0,1,1
843,"GRECIA & AMERICO VESPUCIO, NUNOA",0,0,0,1,1
844,"NEVERIA & ROSA O`HIGGINS, LAS CONDES",0,0,0,1,1
845,"442 EL LABRADOR, PUENTE ALTO",0,1,0,0,1
846,"1940 WALKER MARTINEZ, LA FLORIDA",0,0,0,1,1
847,"FRANCISCO BILBAO & AMERICO VESPUCIO SUR, LAS CONDES",0,0,0,1,1
848,"DEPARTAMENTAL & LOS CEREZOS, PENALOLEN",0,1,0,0,1
849,"10954 SANTA LUCIA, LA FLORIDA",0,0,0,1,1
850,"JOAQUIN CERDA & LUIS PASTEUR, VITACURA",0,0,1,0,1
851,"WALKER MARTINEZ & SANTA DELIA, LA FLORIDA",0,0,1,1,1
852,"CONCHA Y TORO & DOMINGO TOCORNAL, PUENTE ALTO",0,0,0,1,2
853,"CONCHA Y TORO & PROFESOR ALCAINO, PUENTE ALTO",0,1,0,0,1
854,"ERNESTO ALVEAR & CONCHA Y TORO, PUENTE ALTO",0,0,0,1,1
855,"WALKER MARTINEZ & VECINAL, LA FLORIDA",0,1,0,0,1
856,"SANTA JULIA & LA FLORIDA, LA FLORIDA",0,0,0,2,2
857,"LAS HUALTATAS & MANQUEHUE NORTE, VITACURA",0,0,0,1,1
858,"LOS MILITARES & ROSARIO NORTE, LAS CONDES",0,0,0,1,1
859,"OSSA & LOS AGUSTINOS, LA REINA",0,1,0,0,1
860,"733 LOS TOROS, PUENTE ALTO",0,0,0,1,1
861,"ENRIQUE OLIVARES & CANADA, LA FLORIDA",0,0,0,2,2
862,"6025 EL VALLE, PENALOLEN",0,1,0,0,1
863,"LA FLORIDA & ROJAS MAGALLANES, LA FLORIDA",0,0,2,0,2
864,"PROFESOR ALCAINO & SANTA ELENA, PUENTE ALTO",0,0,0,0,1
865,"ALONSO DE CAMARGO & SEBASTIAN ELCANO, LAS CONDES",0,0,0,1,1
866,"APOQUINDO & ROSARIO NORTE, LAS CONDES",0,0,0,1,1
867,"GRECIA & FRONTERA, PENALOLEN",0,0,1,0,1
868,"LARRAIN & OSSA, LA REINA",0,1,0,2,3
869,"NEMESIO VICUNA & LAS NIEVES ORIENTE, PUENTE ALTO",0,0,0,1,1
870,"149 OSSA, LA REINA",0,0,0,0,1
871,"QUILIN & LOS CEREZOS, PENALOLEN",0,0,0,1,1
872,"MANQUEHUE & PRESIDENTE RIESCO, LAS CONDES",0,0,0,1,1
873,"SANTA ELENA & JOSE LUIS COO, PUENTE ALTO",0,0,0,1,1
874,"WALKER MARTINEZ & EL LLAVERIO, LA FLORIDA",0,0,0,1,1
875,"LA FLORIDA & EL BOSQUE, LA FLORIDA",0,1,0,0,1
876,"LOS PRESIDENTES & AFLUENTE, PENALOLEN",0,0,0,1,1
877,"SANTA INES & LA FLORIDA, LA FLORIDA",0,1,0,4,4
878,"DOMINGO TOCORNAL & NEMESIO VICUNA, PUENTE ALTO",0,0,0,0,1
879,"9650 LA FLORIDA, LA FLORIDA",0,0,1,0,1
880,"FRANCISCO DE VILLAGRA & PAULA JARAQUEMADA, LA REINA",0,0,0,0,1
881,"LARRAIN & GUEMES, LA REINA",0,1,0,0,1
882,"NEMESIO VICUNA & JOSE MANUEL IRARRAZAVAL, PUENTE ALTO",0,0,0,1,1
883,"NONATO COO & GABRIELA ORIENTE, PUENTE ALTO",0,1,0,0,1
884,"PALENA & ALICAHUE, LA FLORIDA",0,0,0,1,1
885,"LAS TORRES & LOS TALLADORES, PENALOLEN",0,0,0,1,1
886,"NEMESIO VICUNA & PEDRO LAGOS, PUENTE ALTO",0,0,0,1,1
887,"3235 NONATO COO, PUENTE ALTO",0,0,0,1,1
888,"EL VALLE & BARRANQUILLA, PENALOLEN",0,0,1,0,1
889,"CUARTO CENTENARIO & APOQUINDO, LAS CONDES",0,0,0,2,2
890,"LOS PRESIDENTES & CARACAS, PENALOLEN",0,1,0,0,1
891,"LARRAIN & JAVIERA CARRERA NORTE, LA REINA",0,0,0,1,1
892,"CRISTOBAL COLON & LA CAPITANIA, LAS CONDES",0,0,0,2,1
893,"RONCESVALLES & MANQUEHUE SUR, LAS CONDES",0,0,0,2,1
894,"LAS MALVAS & MANQUEHUE SUR, LAS CONDES",0,0,0,0,2
895,"SAN FRANCISCO & NONATO COO, PUENTE ALTO",0,0,0,1,1
896,"ORIENTAL & LOS MOLINEROS, PENALOLEN",0,0,0,1,1
897,"3042 WALKER MARTINEZ, LA FLORIDA",0,0,0,1,1
898,"3023 SAN FRANCISCO, PUENTE ALTO",0,1,0,0,1
899,"FRANCISCO BILBAO & MANQUEHUE SUR, LAS CONDES",0,0,0,1,1
900,"MEXICO & LOS TOROS, PUENTE ALTO",0,0,0,1,1
901,"MARIA TERESA & CUARTO CENTENARIO, LAS CONDES",0,0,0,1,1
902,"6589 ALTIPLANO, PENALOLEN",0,0,0,1,1
903,"NONATO COO & CALETA BARRANQUILLAS, PUENTE ALTO",0,0,0,1,1
904,"6562 ECHENIQUE, LA REINA",0,0,0,1,1
905,"700 JOSE LUIS COO, PUENTE ALTO",0,0,0,1,1
906,"NONATO COO & EDUARDO CORDERO, PUENTE ALTO",0,0,0,1,1
907,"EL AROMO & LO BELTRAN, VITACURA",0,0,0,0,1
908,"7642 JARDIN ALTO, LA FLORIDA",0,0,0,1,1
909,"4673 CAMILO HENRIQUEZ, PUENTE ALTO",0,0,0,1,1
910,"ROJAS MAGALLANES & ORIENTE, LA FLORIDA",0,0,0,1,1
911,"SIMON BOLIVAR & SANTA RITA, LA REINA",0,0,0,1,1
912,"MEXICO & SAN HUGO, PUENTE ALTO",0,0,0,1,1
913,"MARIANO SANCHEZ FONTECILLA & QUILIN, PENALOLEN",0,0,0,0,1
914,"ALONSO DE CAMARGO & ROBERTO LOPEZ MENESES, LAS CONDES",0,0,0,1,1
915,"7000 CRISTOBAL COLON, LAS CONDES",0,0,0,0,1
916,"BRAMANTE & EL GRECO, LA REINA",0,0,1,0,1
917,"GABRIELA ORIENTE & LAS NIEVES ORIENTE, PUENTE ALTO",0,0,0,1,1
918,"MARIANO SANCHEZ FONTECILLA & CAMILO MORI, PENALOLEN",0,0,0,1,1
919,"ANGEL PIMENTEL & SAN FRANCISCO, PUENTE ALTO",0,0,0,1,1
920,"NOCEDAL & SALVADOR IZQUIERDO, LA REINA",0,1,0,0,1
921,"MONTE OLIMPO & VITACURA, VITACURA",0,1,0,0,1
922,"TOBIAS BARROS & LEONARDO DA VINCI, LA REINA",0,0,0,1,1
923,"JARDIN ALTO & ENRIQUE OLIVARES, LA FLORIDA",0,0,0,1,1
924,"MARDONAL & LAS TRANQUERAS, LAS CONDES",0,0,0,2,1
925,"TOBALABA & FRANCISCO DE VILLAGRA, LA REINA",0,1,0,0,1
926,"ORIENTAL & CALLE 13 A, PENALOLEN",0,1,0,0,1
927,"CRISTOBAL COLON & CUARTO CENTENARIO, LAS CONDES",0,1,0,1,2
928,"CAMILO HENRIQUEZ & LOS TOROS, PUENTE ALTO",0,0,0,1,1
929,"JOSE ARRIETA & JACINTO CHACON, PENALOLEN",0,1,0,0,1
930,"CAMILO HENRIQUEZ & EL PERAL, PUENTE ALTO",0,1,0,0,1
931,"VICENTE PEREZ ROSALES & FLORENCIO BARRIOS, LA REINA",0,0,0,1,1
932,"FLORENCIO BARRIOS & FRANCISCO BILBAO, LA REINA",0,0,0,0,1
933,"FRANCISCO BILBAO & FLORENCIO BARRIOS, LAS CONDES",0,0,0,1,1
934,"JOSE ARRIETA & TOBALABA, PENALOLEN",0,1,0,1,2
935,"CONSISTORIAL & QUILIN, PENALOLEN",0,0,0,1,1
936,"LAS PARCELAS & MARIANO SANCHEZ FONTECILLA, PENALOLEN",0,0,0,1,1
937,"7536 CALLE 15 A, PENALOLEN",0,0,0,1,1
938,"LARRAIN & PEPE VILA, LA REINA",0,0,0,0,1
939,"ROJAS MAGALLANES & EL HUALLE SUR, LA FLORIDA",0,2,0,0,1
940,"GRECIA & CALLE 435, PENALOLEN",0,0,0,1,1
941,"CAMILO HENRIQUEZ & WOLNEY QUIROGA, PUENTE ALTO",0,0,0,1,1
942,"10 ORIENTE & ANTUPIREN, PENALOLEN",0,0,0,1,1
943,"CAMILO HENRIQUEZ & EL PENON, PUENTE ALTO",0,0,0,1,2
944,"MANUEL CLARO VIAL & DUQUECO, LAS CONDES",0,1,0,0,1
945,"FRANCISCO BILBAO & DUQUECO, LAS CONDES",0,0,0,0,1
946,"9001 PRESIDENTE KENNEDY, LAS CONDES",0,0,1,0,1
947,"CHESTERTON & PADRE HURTADO CENTRAL, LAS CONDES",0,0,0,1,1
948,"140 JORGE ALESSANDRI, LA REINA",0,0,0,0,1
949,"CARLOS OSSANDON & ECHENIQUE, LA REINA",0,0,0,1,1
950,"CARLOS OSSANDON & CARLOS SILVA VILDOSOLA, LA REINA",0,0,0,1,1
951,"8581 SIMON GONZALEZ, LA REINA",0,1,0,0,1
952,"8661 LARRAIN, LA REINA",0,0,0,0,1
953,"CIRCULO APOLO & GENERAL BLANCHE, LAS CONDES",0,0,0,0,1
954,"CONSISTORIAL & LAS PARCELAS, PENALOLEN",0,0,0,1,1
955,"CAMILO HENRIQUEZ & SAN CARLOS, PUENTE ALTO",0,1,0,0,1
956,"ANDACOLLO & LARRAIN, LA REINA",0,0,0,2,2
957,"CARLOS SILVA VILDOSOLA & PADRE HURTADO, LA REINA",0,0,0,1,1
958,"CORDILLERA & PASAJE 4, LA REINA",0,0,0,1,1
959,"GRECIA & RIO CLARO, PENALOLEN",0,0,0,1,1
960,"CALAMA & MAMINA, LA REINA",0,0,0,1,1
961,"PATRICIA & PICHIDANGUI, LAS CONDES",0,0,0,0,1
962,"LAS PARCELAS & RIO CLARO, PENALOLEN",0,0,0,1,1
963,"9312 NUEVA BILBAO, LAS CONDES",0,1,0,0,1
964,"TALINAY & FRAY ANDRES, LA REINA",0,0,0,2,2
965,"LARRAIN & PARINACOTA, LA REINA",0,0,0,1,1
966,"VALLE HERMOSO & RIO CLARO, PENALOLEN",0,0,0,1,1
967,"12205 JOSE ALCALDE DELANO, LO BARNECHEA",0,1,0,0,1
968,"LA DEHESA & CAMINO CENTRAL, LO BARNECHEA",0,1,0,0,1
969,"FRANCISCO BULNES CORREA & QUEBRADA HONDA, LAS CONDES",0,0,0,1,1
970,"CHARLES HAMILTON & SAN FRANCISCO DE ASIS, LAS CONDES",0,0,0,1,1
971,"RUBEN BARRALES & COMANDANTE MALBEC, LO BARNECHEA",0,0,0,1,1
972,"CERRO EL CEPO & SAN CARLOS DE APOQUINDO, LAS CONDES",0,0,0,2,1
973,"LO BARNECHEA & GARRIDO, LO BARNECHEA",0,0,1,0,1
