,lat,lng,Year,Borough,Region,Zone,Severity
1078,-70.5497209998241,-33.4881600002835,2017,PEÑAFLOR,REGION METROPOLITANA,URBANA,SLIGHT
1079,-70.5494393996084,-33.4203876997323,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
1080,-70.5491259696876,-33.4217052002346,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
1081,-70.5476707551011,-33.4281264729581,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
1082,-70.5472295171284,-33.3919584742041,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
1083,-70.5470938004384,-33.5834780998343,2017,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
1084,-70.5457052795749,-33.4211165876602,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
1085,-70.5447575740026,-33.5202406118146,2017,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
1086,-70.5446561997237,-33.3434131996593,2017,LO BARNECHEA,REGION METROPOLITANA,URBANA,SERIOUS
1087,-70.5444154206349,-33.3986225171153,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
1088,-70.5434837571694,-33.4061957377429,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SERIOUS
1089,-70.5424251759809,-33.3272905173433,2017,LO BARNECHEA,REGION METROPOLITANA,URBANA,SERIOUS
1090,-70.5374532003048,-33.4402857000249,2017,LA REINA,REGION METROPOLITANA,URBANA,SLIGHT
1091,-70.5358783408126,-33.4038690495168,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
1092,-70.5325647041975,-33.4408426078999,2017,LA REINA,REGION METROPOLITANA,URBANA,SLIGHT
1093,-70.5317208999994,-33.4237126003561,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
1094,-70.5315573933589,-33.4834290249294,2017,PEÑAFLOR,REGION METROPOLITANA,URBANA,SERIOUS
1095,-70.5310810998128,-33.4718812001571,2017,PEÑAFLOR,REGION METROPOLITANA,URBANA,SLIGHT
1096,-70.5310272115364,-33.5992161834799,2017,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
1097,-70.5304472882116,-33.4783410268168,2017,PEÑAFLOR,REGION METROPOLITANA,URBANA,SERIOUS
1098,-70.5296471092266,-33.4219435520531,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
1099,-70.5291920001106,-33.4584908003099,2017,LA REINA,REGION METROPOLITANA,URBANA,SLIGHT
1100,-70.5273871003342,-33.4667144996743,2017,LA REINA,REGION METROPOLITANA,URBANA,SERIOUS
1101,-70.52641299966,-33.5985144002192,2017,PUENTE ALTO,REGION METROPOLITANA,URBANA,SERIOUS
1102,-70.5200870002147,-33.3672070001028,2017,LO BARNECHEA,REGION METROPOLITANA,URBANA,SERIOUS
1103,-70.5180535809078,-33.406490854769,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SERIOUS
1104,-70.5177367002883,-33.3563080002138,2017,LO BARNECHEA,REGION METROPOLITANA,URBANA,SLIGHT
1105,-70.5161258616191,-33.3523904373686,2017,LO BARNECHEA,REGION METROPOLITANA,URBANA,SLIGHT
1106,-70.5127043000632,-33.3709698004158,2017,LO BARNECHEA,REGION METROPOLITANA,URBANA,SLIGHT
1107,-70.510268099593,-33.351210300215,2017,LO BARNECHEA,REGION METROPOLITANA,URBANA,SLIGHT
1108,-70.5065582999254,-33.3727378001092,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SERIOUS
1109,-70.5056678613825,-33.36037426506,2017,LO BARNECHEA,REGION METROPOLITANA,URBANA,SLIGHT
1110,-70.505413999856,-33.3902180000605,2017,LAS CONDES,REGION METROPOLITANA,URBANA,SERIOUS
1111,-70.4944756995937,-33.3662884001893,2017,LO BARNECHEA,REGION METROPOLITANA,URBANA,SERIOUS
1112,-70.883682,-33.2884059999999,2018,LAMPA,REGION METROPOLITANA,URBANA,SLIGHT
1113,-70.8749253,-33.3851127,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SLIGHT
1114,-70.871628,-33.284,2018,LAMPA,REGION METROPOLITANA,URBANA,FATAL
1115,-70.8568693,-33.2919746999999,2018,LAMPA,REGION METROPOLITANA,URBANA,FATAL
1116,-70.8397861,-33.3850056,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SERIOUS
1117,-70.8246149999999,-33.5121419999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1118,-70.822685,-33.576305,2018,PADRE HURTADO,REGION METROPOLITANA,URBANA,SLIGHT
1119,-70.8156717,-33.5695362,2018,PADRE HURTADO,REGION METROPOLITANA,URBANA,SLIGHT
1120,-70.806908,-33.569714,2018,PADRE HURTADO,REGION METROPOLITANA,URBANA,SLIGHT
1121,-70.8057479999999,-33.570637,2018,PADRE HURTADO,REGION METROPOLITANA,URBANA,SERIOUS
1122,-70.8019169999999,-33.5675749999999,2018,PADRE HURTADO,REGION METROPOLITANA,URBANA,SLIGHT
1123,-70.7971729999999,-33.5096359999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1124,-70.7961349999999,-33.5627019999999,2018,PADRE HURTADO,REGION METROPOLITANA,URBANA,SLIGHT
1125,-70.7959139999999,-33.504799,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1126,-70.7955469999999,-33.553989,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1127,-70.7945099999999,-33.513489,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1128,-70.794052,-33.3570859999999,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1129,-70.7923561999999,-33.5642647,2018,PADRE HURTADO,REGION METROPOLITANA,RURAL,SLIGHT
1130,-70.7915879999999,-33.5577469999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1131,-70.791328,-33.551178,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1132,-70.791313,-33.51918,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1133,-70.791183,-33.503681,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1134,-70.790237,-33.507763,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1135,-70.788429,-33.508148,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1136,-70.786537,-33.521957,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1137,-70.7838439999999,-33.518154,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1138,-70.7824613,-33.5380781,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1139,-70.781471,-33.507793,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1140,-70.779663,-33.502789,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1141,-70.7793119999999,-33.521717,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1142,-70.77803,-33.509007,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1143,-70.777733,-33.538685,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1144,-70.776764,-33.4257619999999,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SERIOUS
1145,-70.775787,-33.53043,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1146,-70.7755579999999,-33.509205,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1147,-70.775482,-33.524471,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1148,-70.775444,-33.523018,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1149,-70.775436,-33.515301,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1150,-70.775421,-33.521484,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1151,-70.775414,-33.427296,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SLIGHT
1152,-70.773247,-33.5026469999999,2018,SANTIAGO,REGION METROPOLITANA,URBANA,SLIGHT
1153,-70.7730784999999,-33.5214261,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1154,-70.77269,-33.540489,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1155,-70.770866,-33.5213429999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1156,-70.77037,-33.535721,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1157,-70.7695539999999,-33.508858,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1158,-70.7693939999999,-33.521248,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1159,-70.767502,-33.50927,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1160,-70.7673419999999,-33.4899859999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1161,-70.7670589999999,-33.525078,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1162,-70.76683,-33.431812,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SLIGHT
1163,-70.7667309999999,-33.42894,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SLIGHT
1164,-70.765121,-33.4167519999999,2018,CERRO NAVIA,REGION METROPOLITANA,URBANA,SLIGHT
1165,-70.764954,-33.509724,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1166,-70.7636802,-33.3865054,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SERIOUS
1167,-70.762955,-33.565937,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1168,-70.7621614,-33.498632,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1169,-70.759796,-33.505539,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1170,-70.758783,-33.5118734,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1171,-70.758773,-33.5287235,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1172,-70.758301,-33.432518,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SERIOUS
1173,-70.75795,-33.439484,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SLIGHT
1174,-70.75753,-33.495895,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1175,-70.757515,-33.500298,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1176,-70.757408,-33.5105549999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1177,-70.757401,-33.5090259999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1178,-70.7573833,-33.4985846,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1179,-70.757378,-33.507793,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1180,-70.75737,-33.4961089999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1181,-70.757256,-33.5132939999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1182,-70.757248,-33.5253519999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1183,-70.75724,-33.493874,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1184,-70.7570408,-33.4779436999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1185,-70.7567215,-33.493686,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1186,-70.756508,-33.4780349999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1187,-70.755882,-33.4791069999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1188,-70.7556529999999,-33.459507,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SERIOUS
1189,-70.755585,-33.51049,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1190,-70.7554291,-33.5268704,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1191,-70.7546159999999,-33.4225579999999,2018,CERRO NAVIA,REGION METROPOLITANA,URBANA,SERIOUS
1192,-70.754181,-33.4473339999999,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SERIOUS
1193,-70.753914,-33.4224359999999,2018,CERRO NAVIA,REGION METROPOLITANA,URBANA,SERIOUS
1194,-70.753365,-33.363136,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1195,-70.7532419999999,-33.525776,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1196,-70.753143,-33.510395,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1197,-70.7522199999999,-33.485744,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1198,-70.752075,-33.416744,2018,CERRO NAVIA,REGION METROPOLITANA,URBANA,SLIGHT
1199,-70.7518539999999,-33.481354,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1200,-70.75174,-33.498383,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1201,-70.7511519999999,-33.4339099999998,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SLIGHT
1202,-70.751053,-33.467964,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1203,-70.7501449999999,-33.501434,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1204,-70.7500989999999,-33.447071,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SERIOUS
1205,-70.7498778999999,-33.4867478,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1206,-70.749512,-33.6962619999999,2018,SAN BERNARDO,REGION METROPOLITANA,URBANA,SLIGHT
1207,-70.7493589999999,-33.506287,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1208,-70.7491899999999,-33.3638596999999,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1209,-70.7487338,-33.3962048,2018,RENCA,REGION METROPOLITANA,URBANA,SLIGHT
1210,-70.748169,-33.37606,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1211,-70.7481111,-33.3546483999999,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1212,-70.74791,-33.3546259999999,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1213,-70.7476579999999,-33.466469,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SLIGHT
1214,-70.746742,-33.493717,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1215,-70.746498,-33.483379,2018,MAIPU,REGION METROPOLITANA,URBANA,FATAL
1216,-70.746475,-33.470177,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1217,-70.7458767,-33.4019192,2018,RENCA,REGION METROPOLITANA,URBANA,SLIGHT
1218,-70.7457351,-33.4968776,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1219,-70.7452469999999,-33.457069,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SLIGHT
1220,-70.744553,-33.51627,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1221,-70.744359,-33.4977309999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1222,-70.744171,-33.470177,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1223,-70.74366,-33.4949839999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1224,-70.743599,-33.520073,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1225,-70.7434919999999,-33.42189,2018,CERRO NAVIA,REGION METROPOLITANA,URBANA,SLIGHT
1226,-70.743416,-33.51519,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1227,-70.743294,-33.4230959999999,2018,CERRO NAVIA,REGION METROPOLITANA,URBANA,SLIGHT
1228,-70.7430931,-33.4838829,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1229,-70.742706,-33.369278,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1230,-70.7420349999999,-33.3593789999999,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1231,-70.7415515,-33.3708210999999,2018,QUILICURA,REGION METROPOLITANA,URBANA,SERIOUS
1232,-70.74144,-33.4780729999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1233,-70.7412163,-33.4140168,2018,CERRO NAVIA,REGION METROPOLITANA,URBANA,SERIOUS
1234,-70.740753,-33.369686,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1235,-70.740501,-33.36631,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1236,-70.740288,-33.422852,2018,CERRO NAVIA,REGION METROPOLITANA,URBANA,SERIOUS
1237,-70.740082,-33.4235119999999,2018,CERRO NAVIA,REGION METROPOLITANA,URBANA,SERIOUS
1238,-70.739891,-33.362495,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1239,-70.73909,-33.505337,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1240,-70.7386169999999,-33.456627,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SLIGHT
1241,-70.7384029999999,-33.490704,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1242,-70.738327,-33.482494,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1243,-70.7383216,-33.4908332,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1244,-70.7383189999999,-33.490833,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1245,-70.738121,-33.472431,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1246,-70.7379529999999,-33.462936,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SERIOUS
1247,-70.737793,-33.363968,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1248,-70.737709,-33.434956,2018,CERRO NAVIA,REGION METROPOLITANA,URBANA,SLIGHT
1249,-70.737679,-33.4505459999999,2018,LO PRADO,REGION METROPOLITANA,URBANA,SLIGHT
1250,-70.737495,-33.488518,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1251,-70.737419,-33.4675409999999,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SLIGHT
1252,-70.737381,-33.358093,2018,QUILICURA,REGION METROPOLITANA,URBANA,SERIOUS
1253,-70.737289,-33.4696619999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1254,-70.7371139999999,-33.471344,2018,MAIPU,REGION METROPOLITANA,URBANA,FATAL
1255,-70.7369919999999,-33.363132,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1256,-70.736961,-33.467796,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SLIGHT
1257,-70.736549,-33.363338,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1258,-70.7362439999999,-33.3617739999998,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1259,-70.736176,-33.4512979999999,2018,LO PRADO,REGION METROPOLITANA,URBANA,SLIGHT
1260,-70.735832,-33.492825,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1261,-70.7351665,-33.361771,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1262,-70.734619,-33.422401,2018,CERRO NAVIA,REGION METROPOLITANA,URBANA,SLIGHT
1263,-70.7340699999999,-33.3542479999999,2018,QUILICURA,REGION METROPOLITANA,URBANA,SERIOUS
1264,-70.7339779999999,-33.357887,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1265,-70.733841,-33.469254,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SERIOUS
1266,-70.733803,-33.444584,2018,LO PRADO,REGION METROPOLITANA,URBANA,SLIGHT
1267,-70.733719,-33.407146,2018,RENCA,REGION METROPOLITANA,URBANA,SERIOUS
1268,-70.7331809,-33.46943,2018,ESTACION CENTRAL,REGION METROPOLITANA,URBANA,SLIGHT
1269,-70.7315679,-33.3665292,2018,QUILICURA,REGION METROPOLITANA,URBANA,SERIOUS
1270,-70.731499,-33.474979,2018,PUDAHUEL,REGION METROPOLITANA,URBANA,SLIGHT
1271,-70.7314909999999,-33.474255,2018,MAIPU,REGION METROPOLITANA,URBANA,SERIOUS
1272,-70.731384,-33.498333,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SERIOUS
1273,-70.7313419,-33.5041446,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SLIGHT
1274,-70.7309109999999,-33.467663,2018,ESTACION CENTRAL,REGION METROPOLITANA,URBANA,SLIGHT
1275,-70.7301346,-33.5049797,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SLIGHT
1276,-70.7300189999999,-33.507812,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SLIGHT
1277,-70.7296806,-33.4069709999999,2018,RENCA,REGION METROPOLITANA,URBANA,SERIOUS
1278,-70.7293454999999,-33.3578256,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1279,-70.7291179999999,-33.404949,2018,RENCA,REGION METROPOLITANA,URBANA,SLIGHT
1280,-70.729012,-33.5023079999999,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SERIOUS
1281,-70.7289407,-33.3487759,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1282,-70.728043,-33.450562,2018,LO PRADO,REGION METROPOLITANA,URBANA,SLIGHT
1283,-70.727921,-33.4957699999999,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SLIGHT
1284,-70.7277829999999,-33.357765,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1285,-70.72773,-33.448933,2018,LO PRADO,REGION METROPOLITANA,URBANA,SERIOUS
1286,-70.726265,-33.366444,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1287,-70.7259059999999,-33.476009,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1288,-70.725807,-33.3585739999999,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1289,-70.7252879999999,-33.359177,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1290,-70.7238811999999,-33.4102387,2018,RENCA,REGION METROPOLITANA,URBANA,SLIGHT
1291,-70.7236179999999,-33.372826,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1292,-70.72316,-33.3730739999999,2018,QUILICURA,REGION METROPOLITANA,URBANA,SERIOUS
1293,-70.722855,-33.455677,2018,LO PRADO,REGION METROPOLITANA,URBANA,SLIGHT
1294,-70.7227477,-33.4450829,2018,LO PRADO,REGION METROPOLITANA,URBANA,SERIOUS
1295,-70.722572,-33.448437,2018,LO PRADO,REGION METROPOLITANA,URBANA,SERIOUS
1296,-70.722514,-33.5099838999999,2018,MAIPU,REGION METROPOLITANA,URBANA,SLIGHT
1297,-70.7222663999999,-33.4385882,2018,LO PRADO,REGION METROPOLITANA,URBANA,SERIOUS
1298,-70.722069,-33.473427,2018,ESTACION CENTRAL,REGION METROPOLITANA,URBANA,SERIOUS
1299,-70.721344,-33.3702469999999,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1300,-70.720894,-33.406662,2018,RENCA,REGION METROPOLITANA,URBANA,SERIOUS
1301,-70.7202944,-33.5118945,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SLIGHT
1302,-70.7200849999999,-33.4721599999999,2018,ESTACION CENTRAL,REGION METROPOLITANA,URBANA,SLIGHT
1303,-70.7200389999999,-33.429607,2018,QUINTA NORMAL,REGION METROPOLITANA,URBANA,SLIGHT
1304,-70.719818,-33.443821,2018,LO PRADO,REGION METROPOLITANA,URBANA,SLIGHT
1305,-70.7190019999999,-33.42561,2018,CERRO NAVIA,REGION METROPOLITANA,URBANA,SLIGHT
1306,-70.7184599999999,-33.431126,2018,QUINTA NORMAL,REGION METROPOLITANA,URBANA,SLIGHT
1307,-70.71843,-33.526939,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SLIGHT
1308,-70.7168659999999,-33.500652,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SLIGHT
1309,-70.716576,-33.3689159999999,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1310,-70.714935,-33.356823,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1311,-70.7144929999999,-33.403564,2018,RENCA,REGION METROPOLITANA,URBANA,SLIGHT
1312,-70.713554,-33.505756,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SLIGHT
1313,-70.7128563,-33.2622435,2018,COLINA,REGION METROPOLITANA,URBANA,SLIGHT
1314,-70.712433,-33.402447,2018,RENCA,REGION METROPOLITANA,URBANA,SERIOUS
1315,-70.7123789999999,-33.487335,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SLIGHT
1316,-70.7118839999999,-33.458984,2018,ESTACION CENTRAL,REGION METROPOLITANA,URBANA,SLIGHT
1317,-70.7118679999999,-33.516693,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SLIGHT
1318,-70.711609,-33.554752,2018,SAN BERNARDO,REGION METROPOLITANA,URBANA,SLIGHT
1319,-70.711388,-33.600292,2018,SAN BERNARDO,REGION METROPOLITANA,URBANA,SLIGHT
1320,-70.7113719999999,-33.464443,2018,ESTACION CENTRAL,REGION METROPOLITANA,URBANA,SLIGHT
1321,-70.7112429999999,-33.422989,2018,QUINTA NORMAL,REGION METROPOLITANA,URBANA,SERIOUS
1322,-70.7109971,-33.4580078999999,2018,LO PRADO,REGION METROPOLITANA,URBANA,SLIGHT
1323,-70.710693,-33.614147,2018,SAN BERNARDO,REGION METROPOLITANA,URBANA,SLIGHT
1324,-70.7092969999999,-33.421288,2018,QUINTA NORMAL,REGION METROPOLITANA,URBANA,SERIOUS
1325,-70.7072753,-33.5194682,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SLIGHT
1326,-70.707191,-33.47261,2018,ESTACION CENTRAL,REGION METROPOLITANA,URBANA,SLIGHT
1327,-70.707123,-33.419819,2018,QUINTA NORMAL,REGION METROPOLITANA,URBANA,SERIOUS
1328,-70.7069040999999,-33.4494523,2018,LO PRADO,REGION METROPOLITANA,URBANA,SERIOUS
1329,-70.7059768999999,-33.4953611,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SERIOUS
1330,-70.705948,-33.594398,2018,SAN BERNARDO,REGION METROPOLITANA,URBANA,SLIGHT
1331,-70.7054209999999,-33.369171,2018,QUILICURA,REGION METROPOLITANA,URBANA,SERIOUS
1332,-70.704758,-33.403561,2018,RENCA,REGION METROPOLITANA,URBANA,SLIGHT
1333,-70.704247,-33.432228,2018,QUINTA NORMAL,REGION METROPOLITANA,URBANA,SERIOUS
1334,-70.704025,-33.429855,2018,QUINTA NORMAL,REGION METROPOLITANA,URBANA,SLIGHT
1335,-70.703789,-33.4176289999999,2018,QUINTA NORMAL,REGION METROPOLITANA,URBANA,SLIGHT
1336,-70.703613,-33.607784,2018,SAN BERNARDO,REGION METROPOLITANA,URBANA,SLIGHT
1337,-70.703514,-33.456924,2018,ESTACION CENTRAL,REGION METROPOLITANA,URBANA,SLIGHT
1338,-70.7034079999999,-33.4566573999999,2018,ESTACION CENTRAL,REGION METROPOLITANA,URBANA,SERIOUS
1339,-70.7032566999999,-33.4458182,2018,QUINTA NORMAL,REGION METROPOLITANA,URBANA,SLIGHT
1340,-70.703239,-33.456863,2018,ESTACION CENTRAL,REGION METROPOLITANA,URBANA,SLIGHT
1341,-70.702858,-33.32962,2018,QUILICURA,REGION METROPOLITANA,URBANA,SLIGHT
1342,-70.702652,-33.445972,2018,QUINTA NORMAL,REGION METROPOLITANA,URBANA,SLIGHT
1343,-70.702148,-33.365791,2018,QUILICURA,REGION METROPOLITANA,URBANA,SERIOUS
1344,-70.701981,-33.603241,2018,SAN BERNARDO,REGION METROPOLITANA,URBANA,SLIGHT
1345,-70.701134,-33.4890629999999,2018,CERRILLOS,REGION METROPOLITANA,URBANA,SLIGHT
